data_name,model,seq_len,n_layers,d_model,n_heads,d_ff,factor,seg_len,acc,model_params,model_size (MB)
AtrialFibrillation,Crossformer,640,3,256,4,512,10,24,0.6,11248227,47.94
AtrialFibrillation,Crossformer,640,3,256,4,512,10,12,0.4666666666666667,11377715,48.44
AtrialFibrillation,Crossformer,640,3,256,4,512,10,6,0.4,11655195,49.49
AtrialFibrillation,Crossformer,640,3,256,4,512,3,24,0.5333333333333333,11162211,47.61
AtrialFibrillation,Crossformer,640,3,256,4,512,3,12,0.5333333333333333,11207475,47.79
AtrialFibrillation,Crossformer,640,3,256,4,512,3,6,0.26666666666666666,11318299,48.21
AtrialFibrillation,Crossformer,640,3,256,4,256,10,24,0.5333333333333333,9409635,40.93
AtrialFibrillation,Crossformer,640,3,256,4,256,10,12,0.4666666666666667,9539123,41.42
AtrialFibrillation,Crossformer,640,3,256,4,256,10,6,0.4666666666666667,9816603,42.48
AtrialFibrillation,Crossformer,640,3,256,4,256,3,24,0.6,9323619,40.6
AtrialFibrillation,Crossformer,640,3,256,4,256,3,12,0.4,9368883,40.77
AtrialFibrillation,Crossformer,640,3,256,4,256,3,6,0.4,9479707,41.2
AtrialFibrillation,Crossformer,640,3,256,4,128,10,24,0.4,8490339,37.42
AtrialFibrillation,Crossformer,640,3,256,4,128,10,12,0.5333333333333333,8619827,37.92
AtrialFibrillation,Crossformer,640,3,256,4,128,10,6,0.4,8897307,38.97
AtrialFibrillation,Crossformer,640,3,256,4,128,3,24,0.4,8404323,37.09
AtrialFibrillation,Crossformer,640,3,256,4,128,3,12,0.3333333333333333,8449587,37.27
AtrialFibrillation,Crossformer,640,3,256,4,128,3,6,0.3333333333333333,8560411,37.69
AtrialFibrillation,Crossformer,640,3,256,4,64,10,24,0.4,8030691,35.67
AtrialFibrillation,Crossformer,640,3,256,4,64,10,12,0.4,8160179,36.16
AtrialFibrillation,Crossformer,640,3,256,4,64,10,6,0.4666666666666667,8437659,37.22
AtrialFibrillation,Crossformer,640,3,256,4,64,3,24,0.4,7944675,35.34
AtrialFibrillation,Crossformer,640,3,256,4,64,3,12,0.3333333333333333,7989939,35.51
AtrialFibrillation,Crossformer,640,3,256,4,64,3,6,0.5333333333333333,8100763,35.94
AtrialFibrillation,Crossformer,640,3,128,4,512,10,24,0.3333333333333333,3792739,17.06
AtrialFibrillation,Crossformer,640,3,128,4,512,10,12,0.5333333333333333,3857459,17.31
AtrialFibrillation,Crossformer,640,3,128,4,512,10,6,0.4666666666666667,3996187,17.84
AtrialFibrillation,Crossformer,640,3,128,4,512,3,24,0.4,3749731,16.89
AtrialFibrillation,Crossformer,640,3,128,4,512,3,12,0.3333333333333333,3772339,16.98
AtrialFibrillation,Crossformer,640,3,128,4,512,3,6,0.4,3827739,17.19
AtrialFibrillation,Crossformer,640,3,128,4,256,10,24,0.4,2871651,13.55
AtrialFibrillation,Crossformer,640,3,128,4,256,10,12,0.4,2936371,13.79
AtrialFibrillation,Crossformer,640,3,128,4,256,10,6,0.26666666666666666,3075099,14.32
AtrialFibrillation,Crossformer,640,3,128,4,256,3,24,0.3333333333333333,2828643,13.38
AtrialFibrillation,Crossformer,640,3,128,4,256,3,12,0.3333333333333333,2851251,13.47
AtrialFibrillation,Crossformer,640,3,128,4,256,3,6,0.4,2906651,13.68
AtrialFibrillation,Crossformer,640,3,128,4,128,10,24,0.4666666666666667,2411107,11.79
AtrialFibrillation,Crossformer,640,3,128,4,128,10,12,0.4,2475827,12.04
AtrialFibrillation,Crossformer,640,3,128,4,128,10,6,0.4666666666666667,2614555,12.56
AtrialFibrillation,Crossformer,640,3,128,4,128,3,24,0.4,2368099,11.62
AtrialFibrillation,Crossformer,640,3,128,4,128,3,12,0.5333333333333333,2390707,11.71
AtrialFibrillation,Crossformer,640,3,128,4,128,3,6,0.4,2446107,11.92
AtrialFibrillation,Crossformer,640,3,128,4,64,10,24,0.4666666666666667,2180835,10.91
AtrialFibrillation,Crossformer,640,3,128,4,64,10,12,0.3333333333333333,2245555,11.16
AtrialFibrillation,Crossformer,640,3,128,4,64,10,6,0.3333333333333333,2384283,11.69
AtrialFibrillation,Crossformer,640,3,128,4,64,3,24,0.4,2137827,10.75
AtrialFibrillation,Crossformer,640,3,128,4,64,3,12,0.4,2160435,10.83
AtrialFibrillation,Crossformer,640,3,128,4,64,3,6,0.4666666666666667,2215835,11.04
AtrialFibrillation,Crossformer,640,3,64,4,512,10,24,0.4666666666666667,1441251,6.87
AtrialFibrillation,Crossformer,640,3,64,4,512,10,12,0.4,1473587,6.99
AtrialFibrillation,Crossformer,640,3,64,4,512,10,6,0.4,1542939,7.26
AtrialFibrillation,Crossformer,640,3,64,4,512,3,24,0.4666666666666667,1419747,6.79
AtrialFibrillation,Crossformer,640,3,64,4,512,3,12,0.6,1431027,6.83
AtrialFibrillation,Crossformer,640,3,64,4,512,3,6,0.4,1458715,6.93
AtrialFibrillation,Crossformer,640,3,64,4,256,10,24,0.4,978915,5.1
AtrialFibrillation,Crossformer,640,3,64,4,256,10,12,0.4,1011251,5.23
AtrialFibrillation,Crossformer,640,3,64,4,256,10,6,0.5333333333333333,1080603,5.49
AtrialFibrillation,Crossformer,640,3,64,4,256,3,24,0.4,957411,5.02
AtrialFibrillation,Crossformer,640,3,64,4,256,3,12,0.4666666666666667,968691,5.07
AtrialFibrillation,Crossformer,640,3,64,4,256,3,6,0.4666666666666667,996379,5.17
AtrialFibrillation,Crossformer,640,3,64,4,128,10,24,0.4666666666666667,747747,4.22
AtrialFibrillation,Crossformer,640,3,64,4,128,10,12,0.6666666666666666,780083,4.35
AtrialFibrillation,Crossformer,640,3,64,4,128,10,6,0.4666666666666667,849435,4.61
AtrialFibrillation,Crossformer,640,3,64,4,128,3,24,0.5333333333333333,726243,4.14
AtrialFibrillation,Crossformer,640,3,64,4,128,3,12,0.4666666666666667,737523,4.18
AtrialFibrillation,Crossformer,640,3,64,4,128,3,6,0.5333333333333333,765211,4.29
AtrialFibrillation,Crossformer,640,3,64,4,64,10,24,0.4666666666666667,632163,3.78
AtrialFibrillation,Crossformer,640,3,64,4,64,10,12,0.4,664499,3.9
AtrialFibrillation,Crossformer,640,3,64,4,64,10,6,0.3333333333333333,733851,4.17
AtrialFibrillation,Crossformer,640,3,64,4,64,3,24,0.4666666666666667,610659,3.7
AtrialFibrillation,Crossformer,640,3,64,4,64,3,12,0.4,621939,3.74
AtrialFibrillation,Crossformer,640,3,64,4,64,3,6,0.6,649627,3.85
AtrialFibrillation,Crossformer,640,3,32,4,512,10,24,0.4666666666666667,609571,3.09
AtrialFibrillation,Crossformer,640,3,32,4,512,10,12,0.3333333333333333,625715,3.15
AtrialFibrillation,Crossformer,640,3,32,4,512,10,6,0.4,660379,3.28
AtrialFibrillation,Crossformer,640,3,32,4,512,3,24,0.4666666666666667,598819,3.04
AtrialFibrillation,Crossformer,640,3,32,4,512,3,12,0.6,604435,3.07
AtrialFibrillation,Crossformer,640,3,32,4,512,3,6,0.26666666666666666,618267,3.12
AtrialFibrillation,Crossformer,640,3,32,4,256,10,24,0.4,376611,2.2
AtrialFibrillation,Crossformer,640,3,32,4,256,10,12,0.3333333333333333,392755,2.26
AtrialFibrillation,Crossformer,640,3,32,4,256,10,6,0.4666666666666667,427419,2.39
AtrialFibrillation,Crossformer,640,3,32,4,256,3,24,0.6666666666666666,365859,2.16
AtrialFibrillation,Crossformer,640,3,32,4,256,3,12,0.5333333333333333,371475,2.18
AtrialFibrillation,Crossformer,640,3,32,4,256,3,6,0.3333333333333333,385307,2.23
AtrialFibrillation,Crossformer,640,3,32,4,128,10,24,0.6666666666666666,260131,1.75
AtrialFibrillation,Crossformer,640,3,32,4,128,10,12,0.5333333333333333,276275,1.81
AtrialFibrillation,Crossformer,640,3,32,4,128,10,6,0.4,310939,1.95
AtrialFibrillation,Crossformer,640,3,32,4,128,3,24,0.3333333333333333,249379,1.71
