data_name,model,seq_len,n_layers,d_model,n_heads,d_ff,factor,seg_len,acc,model_params,model_size (MB)
FingerMovements,Crossformer,50,3,256,4,512,10,24,0.61,11151970,47.57
FingerMovements,Crossformer,50,3,256,4,512,10,12,0.54,11175474,47.66
FingerMovements,Crossformer,50,3,256,4,512,10,6,0.59,11228698,47.87
FingerMovements,Crossformer,50,3,256,4,512,3,24,0.6,11141218,47.53
FingerMovements,Crossformer,50,3,256,4,512,3,12,0.57,11157554,47.6
FingerMovements,Crossformer,50,3,256,4,512,3,6,0.61,11198234,47.75
FingerMovements,Crossformer,50,3,256,4,256,10,24,0.62,9313378,40.56
FingerMovements,Crossformer,50,3,256,4,256,10,12,0.57,9336882,40.65
FingerMovements,Crossformer,50,3,256,4,256,10,6,0.54,9390106,40.85
FingerMovements,Crossformer,50,3,256,4,256,3,24,0.52,9302626,40.52
FingerMovements,Crossformer,50,3,256,4,256,3,12,0.55,9318962,40.58
FingerMovements,Crossformer,50,3,256,4,256,3,6,0.55,9359642,40.74
FingerMovements,Crossformer,50,3,256,4,128,10,24,0.6,8394082,37.05
FingerMovements,Crossformer,50,3,256,4,128,10,12,0.57,8417586,37.14
FingerMovements,Crossformer,50,3,256,4,128,10,6,0.54,8470810,37.35
FingerMovements,Crossformer,50,3,256,4,128,3,24,0.57,8383330,37.01
FingerMovements,Crossformer,50,3,256,4,128,3,12,0.57,8399666,37.08
FingerMovements,Crossformer,50,3,256,4,128,3,6,0.58,8440346,37.23
FingerMovements,Crossformer,50,3,256,4,64,10,24,0.61,7934434,35.3
FingerMovements,Crossformer,50,3,256,4,64,10,12,0.6,7957938,35.39
FingerMovements,Crossformer,50,3,256,4,64,10,6,0.56,8011162,35.59
FingerMovements,Crossformer,50,3,256,4,64,3,24,0.57,7923682,35.26
FingerMovements,Crossformer,50,3,256,4,64,3,12,0.59,7940018,35.32
FingerMovements,Crossformer,50,3,256,4,64,3,6,0.57,7980698,35.48
FingerMovements,Crossformer,50,3,128,4,512,10,24,0.61,3744610,16.88
FingerMovements,Crossformer,50,3,128,4,512,10,12,0.56,3756338,16.92
FingerMovements,Crossformer,50,3,128,4,512,10,6,0.59,3782938,17.02
FingerMovements,Crossformer,50,3,128,4,512,3,24,0.58,3739234,16.85
FingerMovements,Crossformer,50,3,128,4,512,3,12,0.57,3747378,16.89
FingerMovements,Crossformer,50,3,128,4,512,3,6,0.57,3767706,16.96
FingerMovements,Crossformer,50,3,128,4,256,10,24,0.62,2823522,13.36
FingerMovements,Crossformer,50,3,128,4,256,10,12,0.58,2835250,13.41
FingerMovements,Crossformer,50,3,128,4,256,10,6,0.61,2861850,13.51
FingerMovements,Crossformer,50,3,128,4,256,3,24,0.56,2818146,13.34
FingerMovements,Crossformer,50,3,128,4,256,3,12,0.54,2826290,13.37
FingerMovements,Crossformer,50,3,128,4,256,3,6,0.56,2846618,13.45
FingerMovements,Crossformer,50,3,128,4,128,10,24,0.58,2362978,11.6
FingerMovements,Crossformer,50,3,128,4,128,10,12,0.58,2374706,11.65
FingerMovements,Crossformer,50,3,128,4,128,10,6,0.58,2401306,11.75
FingerMovements,Crossformer,50,3,128,4,128,3,24,0.54,2357602,11.58
FingerMovements,Crossformer,50,3,128,4,128,3,12,0.53,2365746,11.62
FingerMovements,Crossformer,50,3,128,4,128,3,6,0.54,2386074,11.69
FingerMovements,Crossformer,50,3,128,4,64,10,24,0.58,2132706,10.73
FingerMovements,Crossformer,50,3,128,4,64,10,12,0.58,2144434,10.77
FingerMovements,Crossformer,50,3,128,4,64,10,6,0.57,2171034,10.87
FingerMovements,Crossformer,50,3,128,4,64,3,24,0.57,2127330,10.71
FingerMovements,Crossformer,50,3,128,4,64,3,12,0.57,2135474,10.74
FingerMovements,Crossformer,50,3,128,4,64,3,6,0.57,2155802,10.81
FingerMovements,Crossformer,50,3,64,4,512,10,24,0.62,1417186,6.78
FingerMovements,Crossformer,50,3,64,4,512,10,12,0.57,1423026,6.8
FingerMovements,Crossformer,50,3,64,4,512,10,6,0.58,1436314,6.85
FingerMovements,Crossformer,50,3,64,4,512,3,24,0.56,1414498,6.77
FingerMovements,Crossformer,50,3,64,4,512,3,12,0.57,1418546,6.78
FingerMovements,Crossformer,50,3,64,4,512,3,6,0.56,1428698,6.82
FingerMovements,Crossformer,50,3,64,4,256,10,24,0.54,954850,5.01
FingerMovements,Crossformer,50,3,64,4,256,10,12,0.58,960690,5.03
FingerMovements,Crossformer,50,3,64,4,256,10,6,0.57,973978,5.09
FingerMovements,Crossformer,50,3,64,4,256,3,24,0.6,952162,5.0
FingerMovements,Crossformer,50,3,64,4,256,3,12,0.54,956210,5.02
FingerMovements,Crossformer,50,3,64,4,256,3,6,0.57,966362,5.06
FingerMovements,Crossformer,50,3,64,4,128,10,24,0.59,723682,4.13
FingerMovements,Crossformer,50,3,64,4,128,10,12,0.55,729522,4.15
FingerMovements,Crossformer,50,3,64,4,128,10,6,0.61,742810,4.2
FingerMovements,Crossformer,50,3,64,4,128,3,24,0.6,720994,4.12
FingerMovements,Crossformer,50,3,64,4,128,3,12,0.56,725042,4.14
FingerMovements,Crossformer,50,3,64,4,128,3,6,0.57,735194,4.17
FingerMovements,Crossformer,50,3,64,4,64,10,24,0.58,608098,3.69
FingerMovements,Crossformer,50,3,64,4,64,10,12,0.58,613938,3.71
FingerMovements,Crossformer,50,3,64,4,64,10,6,0.57,627226,3.76
FingerMovements,Crossformer,50,3,64,4,64,3,24,0.57,605410,3.68
FingerMovements,Crossformer,50,3,64,4,64,3,12,0.58,609458,3.69
FingerMovements,Crossformer,50,3,64,4,64,3,6,0.59,619610,3.73
FingerMovements,Crossformer,50,3,32,4,512,10,24,0.55,597538,3.04
FingerMovements,Crossformer,50,3,32,4,512,10,12,0.58,600434,3.05
FingerMovements,Crossformer,50,3,32,4,512,10,6,0.57,607066,3.08
FingerMovements,Crossformer,50,3,32,4,512,3,24,0.55,596194,3.03
FingerMovements,Crossformer,50,3,32,4,512,3,12,0.57,598194,3.04
FingerMovements,Crossformer,50,3,32,4,512,3,6,0.6,603258,3.06
FingerMovements,Crossformer,50,3,32,4,256,10,24,0.56,364578,2.15
FingerMovements,Crossformer,50,3,32,4,256,10,12,0.56,367474,2.16
FingerMovements,Crossformer,50,3,32,4,256,10,6,0.59,374106,2.19
FingerMovements,Crossformer,50,3,32,4,256,3,24,0.58,363234,2.15
FingerMovements,Crossformer,50,3,32,4,256,3,12,0.57,365234,2.15
FingerMovements,Crossformer,50,3,32,4,256,3,6,0.59,370298,2.17
FingerMovements,Crossformer,50,3,32,4,128,10,24,0.6,248098,1.71
FingerMovements,Crossformer,50,3,32,4,128,10,12,0.57,250994,1.72
FingerMovements,Crossformer,50,3,32,4,128,10,6,0.59,257626,1.74
FingerMovements,Crossformer,50,3,32,4,128,3,24,0.55,246754,1.7
FingerMovements,Crossformer,50,3,32,4,128,3,12,0.56,248754,1.71
FingerMovements,Crossformer,50,3,32,4,128,3,6,0.62,253818,1.73
FingerMovements,Crossformer,50,3,32,4,64,10,24,0.53,189858,1.48
