data_name,model,seq_len,n_layers,d_model,use_temporal_interaction,temporal_factor_ratio,use_channel_interaction,channel_factor_dim,revIn,norm,individual,acc,model_params,model_size (MB)
UWaveGestureLibrary,MTSMixer,315,2,128,True,10,True,2,False,True,False,0.778125,172090,0.69
UWaveGestureLibrary,MTSMixer,315,2,128,True,7,True,2,False,True,False,0.784375,171322,0.68
UWaveGestureLibrary,MTSMixer,315,2,128,True,4,True,2,False,True,False,0.80625,170554,0.67
UWaveGestureLibrary,MTSMixer,315,2,128,False,0,True,2,False,True,False,0.803125,169786,0.66
UWaveGestureLibrary,MTSMixer,315,2,128,True,40,False,0,False,True,False,0.759375,179736,0.81
UWaveGestureLibrary,MTSMixer,315,2,128,True,32,False,0,False,True,False,0.75625,177688,0.78
UWaveGestureLibrary,MTSMixer,315,2,128,True,24,False,0,False,True,False,0.76875,175640,0.75
UWaveGestureLibrary,MTSMixer,315,2,128,True,16,False,0,False,True,False,0.75625,173592,0.71
UWaveGestureLibrary,MTSMixer,315,2,128,True,10,False,0,False,True,False,0.74375,172056,0.69
UWaveGestureLibrary,MTSMixer,315,2,128,True,7,False,0,False,True,False,0.73125,171288,0.68
UWaveGestureLibrary,MTSMixer,315,2,128,True,4,False,0,False,True,False,0.7375,170520,0.67
UWaveGestureLibrary,MTSMixer,315,2,128,False,0,False,0,False,True,False,0.73125,169752,0.65
