data_name,model,seq_len,n_layers,d_model,n_heads,d_ff,downsampling_method,downsampling_layers,downsampling_window,top_k,acc,model_params,model_size
Cricket,TimeMixerPP,1197,4,64,8,64,conv,3,2,3,0.9166666666666666,19857077,75.86
Cricket,TimeMixerPP,1197,4,64,8,64,conv,3,2,2,0.9166666666666666,19857077,75.86
Cricket,TimeMixerPP,1197,4,64,8,32,conv,3,2,3,0.9444444444444444,10450613,39.98
Cricket,TimeMixerPP,1197,4,64,8,32,conv,3,2,2,0.9444444444444444,10450613,39.98
Cricket,TimeMixerPP,1197,4,64,8,16,conv,3,2,3,0.9583333333333334,5747381,22.04
Cricket,TimeMixerPP,1197,4,64,8,16,conv,3,2,2,0.9583333333333334,5747381,22.04
Cricket,TimeMixerPP,1197,4,32,8,64,conv,3,2,3,0.9583333333333334,9965685,38.13
Cricket,TimeMixerPP,1197,4,32,8,64,conv,3,2,2,0.9583333333333334,9965685,38.13
Cricket,TimeMixerPP,1197,4,32,8,32,conv,3,2,3,0.9583333333333334,5261429,20.18
Cricket,TimeMixerPP,1197,4,32,8,32,conv,3,2,2,0.9583333333333334,5261429,20.18
Cricket,TimeMixerPP,1197,4,32,8,16,conv,3,2,3,0.9444444444444444,2909301,11.21
Cricket,TimeMixerPP,1197,4,32,8,16,conv,3,2,2,0.9444444444444444,2909301,11.21
Cricket,TimeMixerPP,1197,4,16,8,64,conv,3,2,3,0.9027777777777778,5026133,19.29
Cricket,TimeMixerPP,1197,4,16,8,64,conv,3,2,2,0.9027777777777778,5026133,19.29
Cricket,TimeMixerPP,1197,4,16,8,32,conv,3,2,3,0.9444444444444444,2672981,10.31
Cricket,TimeMixerPP,1197,4,16,8,32,conv,3,2,2,0.9583333333333334,2672981,10.31
Cricket,TimeMixerPP,1197,4,16,8,16,conv,3,2,3,0.9305555555555556,1496405,5.82
Cricket,TimeMixerPP,1197,4,16,8,16,conv,3,2,2,0.9305555555555556,1496405,5.82
Cricket,TimeMixerPP,1197,3,64,8,64,conv,3,2,3,0.9305555555555556,15144627,57.86
Cricket,TimeMixerPP,1197,3,64,8,64,conv,3,2,2,0.9305555555555556,15144627,57.86
