data_name,model,seq_len,n_layers,d_model,num_heads,d_ff,patch_size,patch_stride,acc,model_params,model_size (MB)
FingerMovements,PatchTST,50,3,128,16,256,2,1,0.56,756354,5.35
FingerMovements,PatchTST,50,3,128,16,256,3,2,0.58,577282,4.67
FingerMovements,PatchTST,50,3,128,16,256,4,2,0.55,577410,4.67
FingerMovements,PatchTST,50,3,128,16,256,5,3,0.56,520194,4.45
FingerMovements,PatchTST,50,3,128,16,256,8,4,0.61,484738,4.31
FingerMovements,PatchTST,50,3,128,16,256,10,5,0.56,470658,4.26
FingerMovements,PatchTST,50,3,128,16,256,13,7,0.58,449538,4.18
FingerMovements,PatchTST,50,3,128,16,128,2,1,0.58,657666,4.97
FingerMovements,PatchTST,50,3,128,16,128,3,2,0.58,478594,4.29
FingerMovements,PatchTST,50,3,128,16,128,4,2,0.58,478722,4.29
FingerMovements,PatchTST,50,3,128,16,128,5,3,0.55,421506,4.07
FingerMovements,PatchTST,50,3,128,16,128,8,4,0.54,386050,3.94
FingerMovements,PatchTST,50,3,128,16,128,10,5,0.56,371970,3.88
FingerMovements,PatchTST,50,3,128,16,128,13,7,0.57,350850,3.8
FingerMovements,PatchTST,50,3,128,16,64,2,1,0.58,608322,4.78
FingerMovements,PatchTST,50,3,128,16,64,3,2,0.63,429250,4.1
FingerMovements,PatchTST,50,3,128,16,64,4,2,0.59,429378,4.1
FingerMovements,PatchTST,50,3,128,16,64,5,3,0.57,372162,3.88
FingerMovements,PatchTST,50,3,128,16,64,8,4,0.54,336706,3.75
FingerMovements,PatchTST,50,3,128,16,64,10,5,0.58,322626,3.69
FingerMovements,PatchTST,50,3,128,16,64,13,7,0.59,301506,3.61
FingerMovements,PatchTST,50,3,64,16,256,2,1,0.56,329410,2.5
FingerMovements,PatchTST,50,3,64,16,256,3,2,0.55,239874,2.16
FingerMovements,PatchTST,50,3,64,16,256,4,2,0.55,239938,2.16
FingerMovements,PatchTST,50,3,64,16,256,5,3,0.53,211330,2.05
FingerMovements,PatchTST,50,3,64,16,256,8,4,0.59,193602,1.98
FingerMovements,PatchTST,50,3,64,16,256,10,5,0.53,186562,1.95
FingerMovements,PatchTST,50,3,64,16,256,13,7,0.56,176002,1.91
FingerMovements,PatchTST,50,3,64,16,128,2,1,0.55,279874,2.31
FingerMovements,PatchTST,50,3,64,16,128,3,2,0.55,190338,1.97
FingerMovements,PatchTST,50,3,64,16,128,4,2,0.57,190402,1.97
FingerMovements,PatchTST,50,3,64,16,128,5,3,0.55,161794,1.86
FingerMovements,PatchTST,50,3,64,16,128,8,4,0.59,144066,1.79
