data_name,model,seq_len,n_layers,d_model,num_heads,d_ff,patch_size,patch_stride,acc,model_params,model_size (MB)
UWaveGestureLibrary,PatchTST,315,3,128,16,256,8,4,0.85625,638344,4.9
UWaveGestureLibrary,PatchTST,315,3,128,16,256,16,8,0.853125,519560,4.45
UWaveGestureLibrary,PatchTST,315,3,128,16,256,24,12,0.84375,480648,4.3
UWaveGestureLibrary,PatchTST,315,3,128,16,256,32,16,0.85,460168,4.22
UWaveGestureLibrary,PatchTST,315,3,128,16,256,48,24,0.846875,443784,4.16
UWaveGestureLibrary,PatchTST,315,3,128,16,256,63,32,0.875,433416,4.12
UWaveGestureLibrary,PatchTST,315,3,128,16,256,79,40,0.865625,429320,4.1
UWaveGestureLibrary,PatchTST,315,3,128,16,128,8,4,0.84375,539656,4.52
UWaveGestureLibrary,PatchTST,315,3,128,16,128,16,8,0.8375,420872,4.07
UWaveGestureLibrary,PatchTST,315,3,128,16,128,24,12,0.846875,381960,3.92
UWaveGestureLibrary,PatchTST,315,3,128,16,128,32,16,0.84375,361480,3.84
UWaveGestureLibrary,PatchTST,315,3,128,16,128,48,24,0.853125,345096,3.78
UWaveGestureLibrary,PatchTST,315,3,128,16,128,63,32,0.875,334728,3.74
UWaveGestureLibrary,PatchTST,315,3,128,16,128,79,40,0.875,330632,3.72
UWaveGestureLibrary,PatchTST,315,3,128,16,64,8,4,0.8625,490312,4.33
UWaveGestureLibrary,PatchTST,315,3,128,16,64,16,8,0.840625,371528,3.88
UWaveGestureLibrary,PatchTST,315,3,128,16,64,24,12,0.8625,332616,3.73
UWaveGestureLibrary,PatchTST,315,3,128,16,64,32,16,0.859375,312136,3.65
UWaveGestureLibrary,PatchTST,315,3,128,16,64,48,24,0.86875,295752,3.59
UWaveGestureLibrary,PatchTST,315,3,128,16,64,63,32,0.8625,285384,3.55
UWaveGestureLibrary,PatchTST,315,3,128,16,64,79,40,0.8625,281288,3.54
UWaveGestureLibrary,PatchTST,315,3,64,16,256,8,4,0.859375,270408,2.27
UWaveGestureLibrary,PatchTST,315,3,64,16,256,16,8,0.853125,211016,2.05
UWaveGestureLibrary,PatchTST,315,3,64,16,256,24,12,0.865625,191560,1.97
UWaveGestureLibrary,PatchTST,315,3,64,16,256,32,16,0.840625,181320,1.93
UWaveGestureLibrary,PatchTST,315,3,64,16,256,48,24,0.8625,173128,1.9
UWaveGestureLibrary,PatchTST,315,3,64,16,256,63,32,0.875,167944,1.88
UWaveGestureLibrary,PatchTST,315,3,64,16,256,79,40,0.859375,165896,1.88
UWaveGestureLibrary,PatchTST,315,3,64,16,128,8,4,0.846875,220872,2.08
UWaveGestureLibrary,PatchTST,315,3,64,16,128,16,8,0.8375,161480,1.86
UWaveGestureLibrary,PatchTST,315,3,64,16,128,24,12,0.84375,142024,1.78
UWaveGestureLibrary,PatchTST,315,3,64,16,128,32,16,0.84375,131784,1.74
UWaveGestureLibrary,PatchTST,315,3,64,16,128,48,24,0.85625,123592,1.71
UWaveGestureLibrary,PatchTST,315,3,64,16,128,63,32,0.859375,118408,1.69
UWaveGestureLibrary,PatchTST,315,3,64,16,128,79,40,0.89375,116360,1.69
UWaveGestureLibrary,PatchTST,315,3,64,16,64,8,4,0.85,196104,1.99
UWaveGestureLibrary,PatchTST,315,3,64,16,64,16,8,0.8375,136712,1.76
UWaveGestureLibrary,PatchTST,315,3,64,16,64,24,12,0.85,117256,1.69
UWaveGestureLibrary,PatchTST,315,3,64,16,64,32,16,0.84375,107016,1.65
UWaveGestureLibrary,PatchTST,315,3,64,16,64,48,24,0.85,98824,1.62
UWaveGestureLibrary,PatchTST,315,3,64,16,64,63,32,0.859375,93640,1.6
UWaveGestureLibrary,PatchTST,315,3,64,16,64,79,40,0.884375,91592,1.59
UWaveGestureLibrary,PatchTST,315,3,32,4,256,8,4,0.85625,123304,1.1
UWaveGestureLibrary,PatchTST,315,3,32,4,256,16,8,0.85,93608,0.99
UWaveGestureLibrary,PatchTST,315,3,32,4,256,24,12,0.859375,83880,0.95
UWaveGestureLibrary,PatchTST,315,3,32,4,256,32,16,0.846875,78760,0.93
UWaveGestureLibrary,PatchTST,315,3,32,4,256,48,24,0.85625,74664,0.92
UWaveGestureLibrary,PatchTST,315,3,32,4,256,63,32,0.88125,72072,0.91
UWaveGestureLibrary,PatchTST,315,3,32,4,256,79,40,0.871875,71048,0.9
UWaveGestureLibrary,PatchTST,315,3,32,4,128,8,4,0.85,98344,1.01
UWaveGestureLibrary,PatchTST,315,3,32,4,128,16,8,0.84375,68648,0.89
UWaveGestureLibrary,PatchTST,315,3,32,4,128,24,12,0.853125,58920,0.86
UWaveGestureLibrary,PatchTST,315,3,32,4,128,32,16,0.85,53800,0.84
UWaveGestureLibrary,PatchTST,315,3,32,4,128,48,24,0.8625,49704,0.82
UWaveGestureLibrary,PatchTST,315,3,32,4,128,63,32,0.859375,47112,0.81
UWaveGestureLibrary,PatchTST,315,3,32,4,128,79,40,0.865625,46088,0.81
UWaveGestureLibrary,PatchTST,315,3,32,4,64,8,4,0.846875,85864,0.96
UWaveGestureLibrary,PatchTST,315,3,32,4,64,16,8,0.846875,56168,0.85
UWaveGestureLibrary,PatchTST,315,3,32,4,64,24,12,0.853125,46440,0.81
UWaveGestureLibrary,PatchTST,315,3,32,4,64,32,16,0.846875,41320,0.79
UWaveGestureLibrary,PatchTST,315,3,32,4,64,48,24,0.84375,37224,0.77
UWaveGestureLibrary,PatchTST,315,3,32,4,64,63,32,0.85625,34632,0.76
UWaveGestureLibrary,PatchTST,315,3,32,4,64,79,40,0.865625,33608,0.76
UWaveGestureLibrary,PatchTST,315,3,16,4,256,8,4,0.853125,58968,0.55
UWaveGestureLibrary,PatchTST,315,3,16,4,256,16,8,0.8625,44120,0.49
UWaveGestureLibrary,PatchTST,315,3,16,4,256,24,12,0.85625,39256,0.48
UWaveGestureLibrary,PatchTST,315,3,16,4,256,32,16,0.840625,36696,0.47
UWaveGestureLibrary,PatchTST,315,3,16,4,256,48,24,0.81875,34648,0.46
UWaveGestureLibrary,PatchTST,315,3,16,4,256,63,32,0.853125,33352,0.45
UWaveGestureLibrary,PatchTST,315,3,16,4,256,79,40,0.85625,32840,0.45
UWaveGestureLibrary,PatchTST,315,3,16,4,128,8,4,0.85,46296,0.5
UWaveGestureLibrary,PatchTST,315,3,16,4,128,16,8,0.853125,31448,0.45
UWaveGestureLibrary,PatchTST,315,3,16,4,128,24,12,0.859375,26584,0.43
UWaveGestureLibrary,PatchTST,315,3,16,4,128,32,16,0.846875,24024,0.42
UWaveGestureLibrary,PatchTST,315,3,16,4,128,48,24,0.834375,21976,0.41
UWaveGestureLibrary,PatchTST,315,3,16,4,128,63,32,0.84375,20680,0.41
