data_name,model,seq_len,n_layers,d_model,num_heads,d_ff,patch_size,patch_stride,acc,model_params,model_size (MB)
CharacterTrajectories,PatchTST,182,3,128,16,256,5,3,0.9610027855153204,866836,5.77
CharacterTrajectories,PatchTST,182,3,128,16,256,10,5,0.9651810584958217,675476,5.04
CharacterTrajectories,PatchTST,182,3,128,16,256,14,7,0.9721448467966574,599188,4.75
CharacterTrajectories,PatchTST,182,3,128,16,256,19,10,0.9707520891364902,538388,4.52
CharacterTrajectories,PatchTST,182,3,128,16,256,28,14,0.9728412256267409,501140,4.38
CharacterTrajectories,PatchTST,182,3,128,16,256,37,19,0.9749303621169917,471572,4.26
CharacterTrajectories,PatchTST,182,3,128,16,256,46,23,0.9700557103064067,457364,4.21
CharacterTrajectories,PatchTST,182,3,128,16,128,5,3,0.9616991643454039,768148,5.39
CharacterTrajectories,PatchTST,182,3,128,16,128,10,5,0.9728412256267409,576788,4.66
CharacterTrajectories,PatchTST,182,3,128,16,128,14,7,0.9665738161559888,500500,4.37
CharacterTrajectories,PatchTST,182,3,128,16,128,19,10,0.9714484679665738,439700,4.14
CharacterTrajectories,PatchTST,182,3,128,16,128,28,14,0.9714484679665738,402452,4.0
CharacterTrajectories,PatchTST,182,3,128,16,128,37,19,0.9707520891364902,372884,3.89
CharacterTrajectories,PatchTST,182,3,128,16,128,46,23,0.9756267409470752,358676,3.83
CharacterTrajectories,PatchTST,182,3,128,16,64,5,3,0.9707520891364902,718804,5.21
CharacterTrajectories,PatchTST,182,3,128,16,64,10,5,0.967966573816156,527444,4.48
CharacterTrajectories,PatchTST,182,3,128,16,64,14,7,0.9693593314763231,451156,4.18
CharacterTrajectories,PatchTST,182,3,128,16,64,19,10,0.9770194986072424,390356,3.95
CharacterTrajectories,PatchTST,182,3,128,16,64,28,14,0.9756267409470752,353108,3.81
CharacterTrajectories,PatchTST,182,3,128,16,64,37,19,0.979108635097493,323540,3.7
CharacterTrajectories,PatchTST,182,3,128,16,64,46,23,0.9784122562674095,309332,3.64
CharacterTrajectories,PatchTST,182,3,64,16,256,5,3,0.9519498607242339,384660,2.71
CharacterTrajectories,PatchTST,182,3,64,16,256,10,5,0.9637883008356546,288980,2.34
CharacterTrajectories,PatchTST,182,3,64,16,256,14,7,0.9721448467966574,250836,2.2
CharacterTrajectories,PatchTST,182,3,64,16,256,19,10,0.9749303621169917,220436,2.08
CharacterTrajectories,PatchTST,182,3,64,16,256,28,14,0.9805013927576601,201812,2.01
CharacterTrajectories,PatchTST,182,3,64,16,256,37,19,0.9784122562674095,187028,1.96
CharacterTrajectories,PatchTST,182,3,64,16,256,46,23,0.9811977715877437,179924,1.93
CharacterTrajectories,PatchTST,182,3,64,16,128,5,3,0.9721448467966574,335124,2.52
CharacterTrajectories,PatchTST,182,3,64,16,128,10,5,0.9568245125348189,239444,2.16
CharacterTrajectories,PatchTST,182,3,64,16,128,14,7,0.974233983286908,201300,2.01
CharacterTrajectories,PatchTST,182,3,64,16,128,19,10,0.9756267409470752,170900,1.89
CharacterTrajectories,PatchTST,182,3,64,16,128,28,14,0.979108635097493,152276,1.82
CharacterTrajectories,PatchTST,182,3,64,16,128,37,19,0.9832869080779945,137492,1.77
CharacterTrajectories,PatchTST,182,3,64,16,128,46,23,0.9784122562674095,130388,1.74
CharacterTrajectories,PatchTST,182,3,64,16,64,5,3,0.9700557103064067,310356,2.43
CharacterTrajectories,PatchTST,182,3,64,16,64,10,5,0.9700557103064067,214676,2.06
CharacterTrajectories,PatchTST,182,3,64,16,64,14,7,0.9693593314763231,176532,1.92
CharacterTrajectories,PatchTST,182,3,64,16,64,19,10,0.9798050139275766,146132,1.8
