model,dnn_type,dataset,lambda_reg,lambda_div,epsilon,num_shapelet,gating_value,pos_weight,beta_schedule,lr,train_epochs,seed,test_accuracy,epoch_stop,eta_mean,eta_std,eta_count,shapelet_score,w_sum_10,w_mean_10,w_sum_5,w_mean_5,w_sum_1,w_mean_1,w_max,w_gini_clip,w_gini_abs
InterpGN,FCN,ArticularyWordRecognition,0.5,0.1,1.0,5,1.0,False,constant,0.005,500,0,0.9933333333333332,402,0.8933908343315125,0.1544018685817718,0.0,0.0396318472921848,142.0,0.0210370365530252,729.0,0.1080000028014183,2422.0,0.3588148057460785,2.199244976043701,0.8700661328743743,0.7492821385172438
InterpGN,FCN,ArticularyWordRecognition,1.0,0.1,1.0,5,1.0,False,constant,0.005,500,0,0.9866666666666668,499,0.8654356598854065,0.1621322482824325,0.0,0.0272949747741222,206.0,0.0305185187608003,591.0,0.0875555574893951,1237.0,0.1832592636346817,2.8804712295532227,0.9358937036516288,0.8772474238251843
InterpGN,FCN,ArticularyWordRecognition,10.0,0.1,1.0,5,1.0,False,constant,0.005,500,0,0.99,499,0.6183773875236511,0.1998722404241562,0.0,0.015131234191358,151.0,0.0223703701049089,266.0,0.039407406002283,372.0,0.0551111102104187,4.3242692947387695,0.972066411546428,0.95273183027124
InterpGN,FCN,ArticularyWordRecognition,5.0,0.1,1.0,5,1.0,False,constant,0.005,500,0,0.9866666666666668,412,0.7179827690124512,0.1954620480537414,0.0,0.0182723421603441,161.0,0.0238518510013818,394.0,0.0583703704178333,705.0,0.1044444441795349,3.477136850357056,0.9581135634936828,0.9253368584584089
InterpGN,FCN,ArticularyWordRecognition,0.1,1.0,1.0,5,1.0,False,constant,0.005,500,0,0.9933333333333332,472,0.9406117796897888,0.1271735578775406,0.0,0.0680127590894699,212.0,0.0314074084162712,1040.0,0.1540740728378296,3754.0,0.5561481714248657,2.25727915763855,0.7957509988398178,0.6127294531163083
InterpGN,FCN,ArticularyWordRecognition,0.1,10.0,1.0,5,1.0,False,constant,0.005,500,0,0.9933333333333332,472,0.9395489692687988,0.1280902922153473,0.0,0.0751487836241722,236.0,0.0349629633128643,1070.0,0.1585185229778289,3717.0,0.5506666898727417,2.2990503311157227,0.8001571296460618,0.6200431132255079
InterpGN,FCN,ArticularyWordRecognition,0.1,100.0,1.0,5,1.0,False,constant,0.005,500,0,0.9933333333333332,499,0.9467442631721495,0.1229364275932312,0.0,0.0786597207188606,308.0,0.0456296280026435,1170.0,0.1733333319425583,3318.0,0.4915555417537689,2.4830145835876465,0.8285083715623339,0.6725182900975613
InterpGN,FCN,ArticularyWordRecognition,0.1,0.0,1.0,10,1.0,False,constant,0.005,500,1234,0.99,147,0.8789424896240234,0.1488572657108307,0.0,0.0360608324408531,0.0,0.0,201.0,0.0148888891562819,5564.0,0.4121481478214264,0.9842202067375184,0.7335549602273811,0.5057048597290636
InterpGN,FCN,ArticularyWordRecognition,0.0,0.1,1.0,10,1.0,False,constant,0.005,500,1234,0.99,147,0.8811774849891663,0.148009791970253,0.0,0.0371106080710887,0.0,0.0,205.0,0.0151851847767829,5685.0,0.4211111068725586,0.9835540056228638,0.728594638020036,0.4965900092544544
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,1.0,False,constant,0.005,500,1234,0.99,147,0.879023015499115,0.1487672626972198,0.0,0.0363030135631561,0.0,0.0,202.0,0.0149629628285765,5568.0,0.4124444425106048,0.9840970039367676,0.7335546452417622,0.5055694724115601
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,1.0,False,cosine,0.005,500,1234,0.99,147,0.8756589889526367,0.1503986418247223,0.0,0.0361140109598636,0.0,0.0,191.0,0.0141481477767229,5537.0,0.4101481437683105,0.977645754814148,0.7335160629815926,0.5055488202671389
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,2.0,10,1.0,False,constant,0.005,500,1234,0.9966666666666668,131,0.9599132537841796,0.1001125276088714,0.0,0.0328175388276577,20.0,0.0014814814785495,1085.0,0.0803703740239143,7633.0,0.565407395362854,1.5893031358718872,0.764779703743489,0.5231257388469799
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,5.0,10,1.0,False,constant,0.005,500,1234,0.9933333333333332,359,0.7665297389030457,0.2637855112552643,0.0,0.0085683315992355,763.0,0.056518517434597,1216.0,0.0900740772485733,1709.0,0.1265925914049148,4.880428314208984,0.962056023899175,0.9212652604916852
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,10.0,10,1.0,False,constant,0.005,500,1234,0.99,142,0.0034029043745249,0.006057308986783,0.0,0.0005621692980639,85.0,0.0062962961383163,92.0,0.0068148146383464,99.0,0.0073333331383764,4.061119556427002,0.8303009567456588,0.9655424001029842
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,0.5,10,1.0,False,constant,0.005,500,1234,0.99,484,0.885144054889679,0.1613943129777908,0.0,0.1071957424283027,99.0,0.0073333331383764,1043.0,0.0772592574357986,7352.0,0.5445926189422607,1.7913275957107544,0.7488715122763631,0.5396983215058933
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.5,False,constant,0.005,500,1234,0.9933333333333332,0,0.9775140285491944,0.1237619593739509,0.9666666388511658,0.0362995974719524,0.0,0.0,202.0,0.0149629628285765,5568.0,0.4124444425106048,0.9840970039367676,0.7335546452417622,0.5055694724115601
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.6,False,constant,0.005,500,1234,0.99,0,0.9636747241020204,0.1446492373943328,0.9366666674613952,0.0363030098378658,0.0,0.0,202.0,0.0149629628285765,5568.0,0.4124444425106048,0.9840970039367676,0.7335546452417622,0.5055694724115601
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.7,False,constant,0.005,500,1234,0.99,0,0.9500471949577332,0.1563232988119125,0.8966666460037231,0.0363030098378658,0.0,0.0,202.0,0.0149629628285765,5568.0,0.4124444425106048,0.9840970039367676,0.7335546452417622,0.5055694724115601
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.8,False,constant,0.005,500,1234,0.99,0,0.9338788986206056,0.1635639816522598,0.8333333134651184,0.0363030098378658,0.0,0.0,202.0,0.0149629628285765,5568.0,0.4124444425106048,0.9840970039367676,0.7335546452417622,0.5055694724115601
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.9,False,constant,0.005,500,1234,0.99,0,0.9072955250740052,0.1628406345844268,0.6499999761581421,0.0363030098378658,0.0,0.0,202.0,0.0149629628285765,5568.0,0.4124444425106048,0.9840970039367676,0.7335546452417622,0.5055694724115601
InterpGN,FCN,ArticularyWordRecognition,0.5,0.1,1.0,10,1.0,False,constant,0.005,500,1234,0.99,147,0.8698886036872864,0.1521017551422119,0.0,0.0332356877624988,0.0,0.0,187.0,0.0138518521562218,5154.0,0.3817777633666992,0.9859740734100342,0.7538511569612604,0.5418480787233445
InterpGN,FCN,ArticularyWordRecognition,1.0,0.1,1.0,10,1.0,False,constant,0.005,500,1234,0.99,145,0.8543246388435364,0.1585413515567779,0.0,0.0298921763896942,0.0,0.0,177.0,0.0131111107766628,4734.0,0.3506666719913482,0.9848701357841492,0.7766215579919897,0.5823431858296189
InterpGN,FCN,ArticularyWordRecognition,10.0,0.1,1.0,10,1.0,False,constant,0.005,500,1234,0.99,346,0.7403536438941956,0.1754276603460312,0.0,0.0096302144229412,69.0,0.0051111113280057,386.0,0.0285925921052694,925.0,0.0685185194015502,2.4301607608795166,0.9619804863000332,0.9351506736541216
InterpGN,FCN,ArticularyWordRecognition,5.0,0.1,1.0,10,1.0,False,constant,0.005,500,1234,0.99,499,0.8205786347389221,0.1722619980573654,0.0,0.0113103566691279,139.0,0.0102962963283061,431.0,0.0319259241223335,802.0,0.0594074055552482,2.9909350872039795,0.96287810230803,0.940353896791826
InterpGN,FCN,ArticularyWordRecognition,0.1,1.0,1.0,10,1.0,False,constant,0.005,500,1234,0.99,147,0.8786879181861877,0.1485766768455505,0.0,0.03755983710289,0.0,0.0,200.0,0.0148148145526647,5602.0,0.4149629771709442,0.9841723442077636,0.7335502403612476,0.504822246559208
InterpGN,FCN,ArticularyWordRecognition,0.1,10.0,1.0,10,1.0,False,constant,0.005,500,1234,0.99,147,0.8751776218414307,0.1498983353376388,0.0,0.0412565469741821,0.0,0.0,207.0,0.0153333330526947,5692.0,0.4216296374797821,0.9962748289108276,0.7346602265459817,0.5044071363729943
InterpGN,FCN,ArticularyWordRecognition,0.1,100.0,1.0,10,1.0,False,constant,0.005,500,1234,0.99,171,0.8923323750495911,0.1425743252038955,0.0,0.049771137535572,2.0,0.0001481481449445,311.0,0.0230370368808507,5915.0,0.4381481409072876,1.1100144386291504,0.742100955601203,0.5154064902125884
InterpGN,FCN,ArticularyWordRecognition,0.1,0.0,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,379,0.9384555816650392,0.1154761388897895,0.0,0.0606300421059131,147.0,0.0217777770012617,946.0,0.1401481479406356,3978.0,0.5893333554267883,1.9303587675094604,0.7695931651965117,0.5661604379037989
InterpGN,FCN,ArticularyWordRecognition,0.0,0.1,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,499,0.9666869044303894,0.0869779512286186,0.0,0.0836487412452697,263.0,0.0389629639685153,1307.0,0.1936296224594116,4816.0,0.7134814858436584,2.199646234512329,0.7343820464345231,0.5010221562893785
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,416,0.9439612030982972,0.1095939502120018,0.0,0.0624521188437938,161.0,0.0238518510013818,980.0,0.145185187458992,3910.0,0.5792592763900757,1.9897420406341555,0.7774639920012535,0.5794340590514875
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,5,1.0,False,cosine,0.005,500,1234,0.9933333333333332,499,0.7247012853622437,0.2544313669204712,0.0,0.0454654805362224,87.0,0.0128888888284564,683.0,0.1011851876974105,3026.0,0.448296308517456,1.759709715843201,0.8249473231589063,0.6638734013988241
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,5.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,284,0.5301141142845154,0.2676425576210022,0.0,0.0104044852778315,455.0,0.0674074068665504,615.0,0.0911111086606979,779.0,0.1154074072837829,8.963451385498047,0.9642600143127424,0.9326755752633252
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,2.0,5,1.0,False,constant,0.005,500,1234,0.9966666666666668,133,0.9383386969566344,0.1162607297301292,0.0,0.0411110334098339,141.0,0.020888889208436,1161.0,0.1720000058412552,4453.0,0.6597037315368652,1.7038545608520508,0.7609313649994539,0.5213804152060019
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,10.0,5,1.0,False,constant,0.005,500,1234,0.99,499,0.0098567800596356,0.0230570267885923,0.0,0.0014179338468238,45.0,0.0066666668280959,47.0,0.0069629629142582,49.0,0.0072592594660818,12.4859619140625,0.8334581206277214,0.9847009164182282
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,0.5,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,166,0.3325801193714142,0.1628824472427368,0.0,0.0901608765125274,27.0,0.0040000001899898,352.0,0.0521481484174728,3425.0,0.5074074268341064,1.397331953048706,0.7396927532231767,0.5191353338578321
InterpGN,FCN,ArticularyWordRecognition,0.5,0.1,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,499,0.9100098609924316,0.1308700293302536,0.0,0.0321282856166362,205.0,0.0303703695535659,711.0,0.1053333356976509,1729.0,0.2561481595039367,2.4115583896636963,0.9126675766245304,0.8287736333939069
InterpGN,FCN,ArticularyWordRecognition,1.0,0.1,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,419,0.8684085011482239,0.14867003262043,0.0,0.0283184722065925,148.0,0.021925926208496,618.0,0.0915555581450462,1648.0,0.2441481500864029,2.1594033241271973,0.9146572900930084,0.8327557041022576
InterpGN,FCN,ArticularyWordRecognition,10.0,0.1,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,161,0.5245130658149719,0.176585853099823,0.0,0.0151437958702445,34.0,0.0050370371900498,314.0,0.0465185195207595,1136.0,0.1682962924242019,1.5476731061935425,0.9304764888922602,0.8709034634551367
InterpGN,FCN,ArticularyWordRecognition,5.0,0.1,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,161,0.6425195336341858,0.1868274360895156,0.0,0.0218122620135545,25.0,0.0037037036381661,349.0,0.0517037026584148,1703.0,0.2522962987422943,1.5222809314727783,0.8966686527953759,0.8026905351069648
InterpGN,FCN,ArticularyWordRecognition,0.1,1.0,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,430,0.945524513721466,0.1090257987380027,0.0,0.0669541433453559,172.0,0.0254814811050891,1003.0,0.1485925912857055,3899.0,0.5776296257972717,2.0018770694732666,0.7813607025985168,0.5843799735809434
InterpGN,FCN,ArticularyWordRecognition,0.1,10.0,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,430,0.9450841546058656,0.10703706741333,0.0,0.0744349434971809,187.0,0.0277037043124437,1041.0,0.1542222201824188,3891.0,0.5764444470405579,2.038156032562256,0.7864628935542491,0.5906290410803403
InterpGN,FCN,ArticularyWordRecognition,0.1,100.0,1.0,5,1.0,False,constant,0.005,500,1234,0.9933333333333332,499,0.9540629982948304,0.1002776771783828,0.0,0.0768769234418869,274.0,0.0405925922095775,1135.0,0.1681481450796127,3392.0,0.5025185346603394,2.2680912017822266,0.8276582569659705,0.6645378655287475
InterpGN,FCN,ArticularyWordRecognition,0.1,0.0,1.0,10,1.0,False,constant,0.005,500,2023,0.99,171,0.907078981399536,0.1347503513097763,0.0,0.0373882129788398,2.0,0.0001481481449445,256.0,0.018962962552905,5877.0,0.4353333413600921,1.080962061882019,0.7304002292585463,0.5048311382297459
InterpGN,FCN,ArticularyWordRecognition,0.0,0.1,1.0,10,1.0,False,constant,0.005,500,2023,0.99,171,0.9094140529632568,0.1335541158914566,0.0,0.0388993024826049,2.0,0.0001481481449445,261.0,0.0193333327770233,6056.0,0.4485926032066345,1.0812656879425049,0.7234657044490181,0.4923240423137287
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,1.0,False,constant,0.005,500,2023,0.99,171,0.9069544672966005,0.1346689313650131,0.0,0.037755511701107,2.0,0.0001481481449445,255.0,0.0188888888806104,5880.0,0.4355555474758148,1.080832600593567,0.7303617651838491,0.504558844728464
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,1.0,False,cosine,0.005,500,2023,0.99,202,0.9228057861328124,0.1250176131725311,0.0,0.0385781377553939,2.0,0.0001481481449445,299.0,0.0221481472253799,5999.0,0.4443703591823578,1.118999719619751,0.7341627148720673,0.5108673824999515
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,2.0,10,1.0,False,constant,0.005,500,2023,0.9933333333333332,499,0.9734809398651124,0.0844132155179977,0.0,0.0170177333056926,164.0,0.0121481483802199,759.0,0.0562222227454185,2500.0,0.1851851791143417,2.4676530361175537,0.9334288299632836,0.871523045353264
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,5.0,10,1.0,False,constant,0.005,500,2023,0.9966666666666668,382,0.7288488745689392,0.2576761543750763,0.0,0.0084411818534135,726.0,0.053777776658535,1109.0,0.0821481496095657,1449.0,0.1073333323001861,7.828125953674316,0.9667976625694878,0.9330112181926762
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,10.0,10,1.0,False,constant,0.005,500,2023,0.9933333333333332,399,0.0064243860542774,0.0115210432559251,0.0,0.0013039950281381,141.0,0.010444444604218,143.0,0.0105925928801298,148.0,0.010962963104248,10.588059425354004,0.8953359920239081,0.982625368266442
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,0.5,10,1.0,False,constant,0.005,500,2023,0.99,165,0.550977349281311,0.201931357383728,0.0,0.0630871430039405,2.0,0.0001481481449445,221.0,0.0163703709840774,5117.0,0.3790370225906372,1.110925555229187,0.7290932071893255,0.5109490928828638
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.5,False,constant,0.005,500,2023,0.9933333333333332,0,0.9835760593414308,0.1086529269814491,0.9766666889190674,0.0377536788582801,2.0,0.0001481481449445,255.0,0.0188888888806104,5880.0,0.4355555474758148,1.080832600593567,0.7303617651838491,0.504558844728464
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.6,False,constant,0.005,500,2023,0.99,0,0.9747976660728456,0.1237893551588058,0.9566666483879088,0.037755511701107,2.0,0.0001481481449445,255.0,0.0188888888806104,5880.0,0.4355555474758148,1.080832600593567,0.7303617651838491,0.504558844728464
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.7,False,constant,0.005,500,2023,0.99,0,0.9650983810424804,0.1353306025266647,0.9300000071525574,0.037755511701107,2.0,0.0001481481449445,255.0,0.0188888888806104,5880.0,0.4355555474758148,1.080832600593567,0.7303617651838491,0.504558844728464
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.8,False,constant,0.005,500,2023,0.99,0,0.9512818455696106,0.1427043080329895,0.8700000047683716,0.037755511701107,2.0,0.0001481481449445,255.0,0.0188888888806104,5880.0,0.4355555474758148,1.080832600593567,0.7303617651838491,0.504558844728464
InterpGN,FCN,ArticularyWordRecognition,0.1,0.1,1.0,10,0.9,False,constant,0.005,500,2023,0.99,0,0.9329774975776672,0.1446353644132614,0.7400000095367432,0.037755511701107,2.0,0.0001481481449445,255.0,0.0188888888806104,5880.0,0.4355555474758148,1.080832600593567,0.7303617651838491,0.504558844728464
InterpGN,FCN,ArticularyWordRecognition,0.5,0.1,1.0,10,1.0,False,constant,0.005,500,2023,0.99,226,0.923636257648468,0.1233537271618843,0.0,0.0324337780475616,3.0,0.0002222222246928,319.0,0.023629629984498,5165.0,0.3825925886631012,1.1636813879013062,0.7842781105582013,0.5986999285535223
InterpGN,FCN,ArticularyWordRecognition,1.0,0.1,1.0,10,1.0,False,constant,0.005,500,2023,0.99,499,0.9214205145835876,0.123156651854515,0.0,0.0152814136818051,93.0,0.0068888887763023,574.0,0.0425185188651084,1924.0,0.1425185203552246,1.95174777507782,0.9457867786577576,0.8944909940812729
