data_name,model,seq_len,n_layers,d_model,inception_filters,inception_num_kernels,top_k,acc,model_params,model_size (MB)
InsectWingbeat,TimesNet,22,4,128,256,6,3,0.62952,75088138,288.92
InsectWingbeat,TimesNet,22,4,128,256,4,3,0.62756,22131978,86.89
InsectWingbeat,TimesNet,22,4,128,256,6,2,0.62572,75088138,288.92
InsectWingbeat,TimesNet,22,4,128,256,4,2,0.62892,22131978,86.89
InsectWingbeat,TimesNet,22,4,128,256,6,1,0.5996,75088138,288.92
InsectWingbeat,TimesNet,22,4,128,256,4,1,0.6102,22131978,86.89
InsectWingbeat,TimesNet,22,4,128,128,6,3,0.625,37598474,145.9
InsectWingbeat,TimesNet,22,4,128,128,4,3,0.62176,11119882,44.89
InsectWingbeat,TimesNet,22,4,128,128,6,2,0.61796,37598474,145.9
InsectWingbeat,TimesNet,22,4,128,128,4,2,0.62808,11119882,44.89
InsectWingbeat,TimesNet,22,4,128,128,6,1,0.60116,37598474,145.9
InsectWingbeat,TimesNet,22,4,128,128,4,1,0.61096,11119882,44.89
InsectWingbeat,TimesNet,22,4,64,256,6,3,0.62944,37547146,144.49
InsectWingbeat,TimesNet,22,4,64,256,4,3,0.62484,11068042,43.47
InsectWingbeat,TimesNet,22,4,64,256,6,2,0.6232,37547146,144.49
InsectWingbeat,TimesNet,22,4,64,256,4,2,0.62464,11068042,43.47
InsectWingbeat,TimesNet,22,4,64,256,6,1,0.6126,37547146,144.49
InsectWingbeat,TimesNet,22,4,64,256,4,1,0.61396,11068042,43.47
InsectWingbeat,TimesNet,22,4,64,128,6,3,0.62648,18800778,72.98
InsectWingbeat,TimesNet,22,4,64,128,4,3,0.63084,5560970,22.46
InsectWingbeat,TimesNet,22,4,64,128,6,2,0.62684,18800778,72.98
InsectWingbeat,TimesNet,22,4,64,128,4,2,0.6258,5560970,22.46
InsectWingbeat,TimesNet,22,4,64,128,6,1,0.60728,18800778,72.98
InsectWingbeat,TimesNet,22,4,64,128,4,1,0.61884,5560970,22.46
InsectWingbeat,TimesNet,22,4,64,64,6,3,0.63256,9427594,37.22
