data_name,model,seq_len,n_layers,d_model,inception_filters,inception_num_kernels,top_k,acc,model_params,model_size (MB)
FaceDetection,TimesNet,62,4,128,256,6,3,0.6753688989784336,75054338,288.79
FaceDetection,TimesNet,62,4,128,256,4,3,0.6730987514188422,22098178,86.76
FaceDetection,TimesNet,62,4,128,256,6,2,0.6841657207718501,75054338,288.79
FaceDetection,TimesNet,62,4,128,256,4,2,0.6745175936435869,22098178,86.76
FaceDetection,TimesNet,62,4,128,256,6,1,0.6625993189557321,75054338,288.79
FaceDetection,TimesNet,62,4,128,256,4,1,0.6733825198637912,22098178,86.76
FaceDetection,TimesNet,62,4,128,128,6,3,0.6668558456299659,37564674,145.78
FaceDetection,TimesNet,62,4,128,128,4,3,0.6555051078320091,11086082,44.76
FaceDetection,TimesNet,62,4,128,128,6,2,0.6654370034052214,37564674,145.78
FaceDetection,TimesNet,62,4,128,128,4,2,0.6640181611804767,11086082,44.76
FaceDetection,TimesNet,62,4,128,128,6,1,0.6748013620885358,37564674,145.78
FaceDetection,TimesNet,62,4,128,128,4,1,0.6608967082860386,11086082,44.76
FaceDetection,TimesNet,62,4,64,256,6,3,0.6657207718501703,37530242,144.42
FaceDetection,TimesNet,62,4,64,256,4,3,0.6657207718501703,11051138,43.4
FaceDetection,TimesNet,62,4,64,256,6,2,0.6668558456299659,37530242,144.42
FaceDetection,TimesNet,62,4,64,256,4,2,0.6498297389330306,11051138,43.4
FaceDetection,TimesNet,62,4,64,256,6,1,0.6600454029511919,37530242,144.42
FaceDetection,TimesNet,62,4,64,256,4,1,0.6458569807037458,11051138,43.4
FaceDetection,TimesNet,62,4,64,128,6,3,0.6682746878547106,18783874,72.91
FaceDetection,TimesNet,62,4,64,128,4,3,0.6770715096481271,5544066,22.39
FaceDetection,TimesNet,62,4,64,128,6,2,0.6688422247446084,18783874,72.91
FaceDetection,TimesNet,62,4,64,128,4,2,0.6705448354143019,5544066,22.39
FaceDetection,TimesNet,62,4,64,128,6,1,0.6716799091940976,18783874,72.91
FaceDetection,TimesNet,62,4,64,128,4,1,0.6728149829738933,5544066,22.39
FaceDetection,TimesNet,62,4,64,64,6,3,0.6625993189557321,9410690,37.16
FaceDetection,TimesNet,62,4,64,64,4,3,0.6770715096481271,2790530,11.89
FaceDetection,TimesNet,62,4,64,64,6,2,0.6648694665153235,9410690,37.16
FaceDetection,TimesNet,62,4,64,64,4,2,0.6725312145289444,2790530,11.89
FaceDetection,TimesNet,62,4,64,64,6,1,0.6762202043132803,9410690,37.16
FaceDetection,TimesNet,62,4,64,64,4,1,0.6728149829738933,2790530,11.89
FaceDetection,TimesNet,62,4,32,128,6,3,0.666572077185017,9393474,36.48
FaceDetection,TimesNet,62,4,32,128,4,3,0.6589103291713961,2773058,11.21
FaceDetection,TimesNet,62,4,32,128,6,2,0.659477866061294,9393474,36.48
FaceDetection,TimesNet,62,4,32,128,4,2,0.6756526674233825,2773058,11.21
FaceDetection,TimesNet,62,4,32,128,6,1,0.6597616345062429,9393474,36.48
FaceDetection,TimesNet,62,4,32,128,4,1,0.6614642451759364,2773058,11.21
FaceDetection,TimesNet,62,4,32,64,6,3,0.6730987514188422,4706114,18.6
FaceDetection,TimesNet,62,4,32,64,4,3,0.6838819523269013,1395778,5.96
FaceDetection,TimesNet,62,4,32,64,6,2,0.6770715096481271,4706114,18.6
FaceDetection,TimesNet,62,4,32,64,4,2,0.688422247446084,1395778,5.96
FaceDetection,TimesNet,62,4,32,64,6,1,0.6756526674233825,4706114,18.6
FaceDetection,TimesNet,62,4,32,64,4,1,0.6821793416572077,1395778,5.96
FaceDetection,TimesNet,62,4,32,32,6,3,0.6711123723041997,2362434,9.66
FaceDetection,TimesNet,62,4,32,32,4,3,0.673950056753689,707138,3.33
FaceDetection,TimesNet,62,4,32,32,6,2,0.6912599318955732,2362434,9.66
FaceDetection,TimesNet,62,4,32,32,4,2,0.6699772985244041,707138,3.33
FaceDetection,TimesNet,62,4,32,32,6,1,0.6736662883087401,2362434,9.66
FaceDetection,TimesNet,62,4,32,32,4,1,0.688422247446084,707138,3.33
FaceDetection,TimesNet,62,4,16,64,6,3,0.6753688989784336,2353826,9.32
FaceDetection,TimesNet,62,4,16,64,4,3,0.6841657207718501,698402,2.99
FaceDetection,TimesNet,62,4,16,64,6,2,0.6750851305334846,2353826,9.32
FaceDetection,TimesNet,62,4,16,64,4,2,0.6711123723041997,698402,2.99
FaceDetection,TimesNet,62,4,16,64,6,1,0.6750851305334846,2353826,9.32
FaceDetection,TimesNet,62,4,16,64,4,1,0.6830306469920545,698402,2.99
FaceDetection,TimesNet,62,4,16,32,6,3,0.6711123723041997,1181602,4.85
FaceDetection,TimesNet,62,4,16,32,4,3,0.6872871736662883,353826,1.68
FaceDetection,TimesNet,62,4,16,32,6,2,0.6728149829738933,1181602,4.85
FaceDetection,TimesNet,62,4,16,32,4,2,0.6872871736662883,353826,1.68
FaceDetection,TimesNet,62,4,16,32,6,1,0.6634506242905789,1181602,4.85
FaceDetection,TimesNet,62,4,16,32,4,1,0.6850170261066969,353826,1.68
FaceDetection,TimesNet,62,4,16,16,6,3,0.6904086265607264,595490,2.61
FaceDetection,TimesNet,62,4,16,16,4,3,0.6830306469920545,181538,1.02
