data_name,model,seq_len,d_model,chunk_size,chunk_num,acc,model_params,model_size (MB)
Handwriting,LightTS,152,512,76,2,0.1988235294117647,163704,0.64
Handwriting,LightTS,152,512,51,2,0.18823529411764706,157470,0.61
Handwriting,LightTS,152,512,38,4,0.17882352941176471,154008,0.6
Handwriting,LightTS,152,512,31,4,0.23294117647058823,152694,0.59
Handwriting,LightTS,152,512,26,5,0.23058823529411765,151592,0.59
Handwriting,LightTS,152,512,22,6,0.2164705882352941,150294,0.58
Handwriting,LightTS,152,512,19,8,0.22,149256,0.58
Handwriting,LightTS,152,512,17,8,0.2,148934,0.58
Handwriting,LightTS,152,512,16,9,0.20941176470588235,149784,0.58
Handwriting,LightTS,152,512,14,10,0.18588235294117647,148406,0.58
Handwriting,LightTS,152,512,13,11,0.16941176470588235,148504,0.58
Handwriting,LightTS,152,512,12,12,0.18352941176470589,148302,0.58
Handwriting,LightTS,152,512,11,13,0.18470588235294116,147800,0.57
Handwriting,LightTS,152,512,10,15,0.23529411764705882,148584,0.58
Handwriting,LightTS,152,512,9,16,0.20705882352941177,147334,0.57
Handwriting,LightTS,152,512,8,19,0.17176470588235293,147078,0.57
Handwriting,LightTS,152,256,76,2,0.19058823529411764,74936,0.3
Handwriting,LightTS,152,256,51,2,0.20352941176470588,71902,0.28
Handwriting,LightTS,152,256,38,4,0.2023529411764706,70104,0.28
Handwriting,LightTS,152,256,31,4,0.2235294117647059,69686,0.28
Handwriting,LightTS,152,256,26,5,0.19294117647058823,69224,0.27
Handwriting,LightTS,152,256,22,6,0.21176470588235294,68438,0.27
Handwriting,LightTS,152,256,19,8,0.20470588235294118,67784,0.27
Handwriting,LightTS,152,256,17,8,0.1952941176470588,67718,0.27
Handwriting,LightTS,152,256,16,9,0.19647058823529412,68696,0.27
Handwriting,LightTS,152,256,14,10,0.18,67574,0.27
Handwriting,LightTS,152,256,13,11,0.20588235294117646,67800,0.27
Handwriting,LightTS,152,256,12,12,0.20823529411764705,67726,0.27
Handwriting,LightTS,152,256,11,13,0.18823529411764706,67352,0.27
Handwriting,LightTS,152,256,10,15,0.20941176470588235,68264,0.27
Handwriting,LightTS,152,256,9,16,0.2388235294117647,67142,0.27
Handwriting,LightTS,152,256,8,19,0.17529411764705882,67014,0.27
Handwriting,LightTS,152,128,76,2,0.1952941176470588,48984,0.2
Handwriting,LightTS,152,128,51,2,0.2011764705882353,47550,0.19
Handwriting,LightTS,152,128,38,4,0.20705882352941177,46584,0.19
Handwriting,LightTS,152,128,31,4,0.2188235294117647,46614,0.19
Handwriting,LightTS,152,128,26,5,0.19294117647058823,46472,0.19
