data_name,model,seq_len,d_model,chunk_size,chunk_num,acc,model_params,model_size (MB)
PEMS-SF,LightTS,144,512,72,2,0.8554913294797688,2046933,7.82
PEMS-SF,LightTS,144,512,48,3,0.8554913294797688,2040803,7.8
PEMS-SF,LightTS,144,512,36,4,0.838150289017341,2037749,7.78
PEMS-SF,LightTS,144,512,29,4,0.8439306358381503,2036123,7.78
PEMS-SF,LightTS,144,512,24,6,0.8323699421965318,2034725,7.77
PEMS-SF,LightTS,144,512,21,6,0.8554913294797688,2034419,7.77
PEMS-SF,LightTS,144,512,18,8,0.8439306358381503,2033253,7.77
PEMS-SF,LightTS,144,512,16,9,0.8670520231213873,2032779,7.77
PEMS-SF,LightTS,144,512,15,9,0.8092485549132948,2033429,7.77
PEMS-SF,LightTS,144,512,14,10,0.8497109826589595,2033795,7.77
PEMS-SF,LightTS,144,512,12,12,0.838150289017341,2031893,7.76
PEMS-SF,LightTS,144,512,11,13,0.8439306358381503,2033189,7.77
PEMS-SF,LightTS,144,512,10,14,0.861271676300578,2032419,7.76
PEMS-SF,LightTS,144,512,9,16,0.8670520231213873,2031365,7.76
PEMS-SF,LightTS,144,512,8,18,0.8439306358381503,2031253,7.76
PEMS-SF,LightTS,144,512,7,20,0.8208092485549133,2031675,7.76
PEMS-SF,LightTS,144,256,72,2,0.838150289017341,1958933,7.48
PEMS-SF,LightTS,144,256,48,3,0.8497109826589595,1955875,7.47
PEMS-SF,LightTS,144,256,36,4,0.8554913294797688,1954357,7.47
PEMS-SF,LightTS,144,256,29,4,0.8554913294797688,1953627,7.46
PEMS-SF,LightTS,144,256,24,6,0.861271676300578,1952869,7.46
PEMS-SF,LightTS,144,256,21,6,0.8786127167630058,1952947,7.46
PEMS-SF,LightTS,144,256,18,8,0.8439306358381503,1952165,7.46
PEMS-SF,LightTS,144,256,16,9,0.8670520231213873,1951947,7.46
PEMS-SF,LightTS,144,256,15,9,0.8497109826589595,1952725,7.46
PEMS-SF,LightTS,144,256,14,10,0.8439306358381503,1953219,7.46
PEMS-SF,LightTS,144,256,12,12,0.8439306358381503,1951573,7.46
PEMS-SF,LightTS,144,256,11,13,0.8439306358381503,1952997,7.46
PEMS-SF,LightTS,144,256,10,14,0.8439306358381503,1952355,7.46
PEMS-SF,LightTS,144,256,9,16,0.861271676300578,1951429,7.45
PEMS-SF,LightTS,144,256,8,18,0.861271676300578,1951445,7.45
PEMS-SF,LightTS,144,256,7,20,0.8439306358381503,1951995,7.46
PEMS-SF,LightTS,144,128,72,2,0.8323699421965318,1933365,7.39
PEMS-SF,LightTS,144,128,48,3,0.8265895953757225,1931843,7.38
PEMS-SF,LightTS,144,128,36,4,0.861271676300578,1931093,7.38
PEMS-SF,LightTS,144,128,29,4,0.8323699421965318,1930811,7.38
PEMS-SF,LightTS,144,128,24,6,0.8670520231213873,1930373,7.37
PEMS-SF,LightTS,144,128,21,6,0.8439306358381503,1930643,7.38
PEMS-SF,LightTS,144,128,18,8,0.8497109826589595,1930053,7.37
PEMS-SF,LightTS,144,128,16,9,0.8439306358381503,1929963,7.37
PEMS-SF,LightTS,144,128,15,9,0.8728323699421965,1930805,7.38
PEMS-SF,LightTS,144,128,14,10,0.8323699421965318,1931363,7.38
PEMS-SF,LightTS,144,128,12,12,0.861271676300578,1929845,7.37
PEMS-SF,LightTS,144,128,11,13,0.8497109826589595,1931333,7.38
PEMS-SF,LightTS,144,128,10,14,0.8323699421965318,1930755,7.38
PEMS-SF,LightTS,144,128,9,16,0.8092485549132948,1929893,7.37
PEMS-SF,LightTS,144,128,8,18,0.8728323699421965,1929973,7.37
PEMS-SF,LightTS,144,128,7,20,0.8265895953757225,1930587,7.38
PEMS-SF,LightTS,144,64,72,2,0.8034682080924855,1925189,7.35
PEMS-SF,LightTS,144,64,48,3,0.8497109826589595,1924435,7.35
PEMS-SF,LightTS,144,64,36,4,0.8439306358381503,1924069,7.35
PEMS-SF,LightTS,144,64,29,4,0.838150289017341,1924011,7.35
PEMS-SF,LightTS,144,64,24,6,0.8439306358381503,1923733,7.35
PEMS-SF,LightTS,144,64,21,6,0.8323699421965318,1924099,7.35
PEMS-SF,LightTS,144,64,18,8,0.8497109826589595,1923605,7.35
PEMS-SF,LightTS,144,64,16,9,0.8786127167630058,1923579,7.35
PEMS-SF,LightTS,144,64,15,9,0.8323699421965318,1924453,7.35
PEMS-SF,LightTS,144,64,14,10,0.838150289017341,1925043,7.35
PEMS-SF,LightTS,144,64,12,12,0.8439306358381503,1923589,7.35
PEMS-SF,LightTS,144,64,11,13,0.8208092485549133,1925109,7.35
PEMS-SF,LightTS,144,64,10,14,0.815028901734104,1924563,7.35
PEMS-SF,LightTS,144,64,9,16,0.838150289017341,1923733,7.35
PEMS-SF,LightTS,144,64,8,18,0.8323699421965318,1923845,7.35
PEMS-SF,LightTS,144,64,7,20,0.8265895953757225,1924491,7.35
PEMS-SF,LightTS,144,32,72,2,0.8439306358381503,1922253,7.34
PEMS-SF,LightTS,144,32,48,3,0.815028901734104,1921883,7.34
PEMS-SF,LightTS,144,32,36,4,0.838150289017341,1921709,7.34
PEMS-SF,LightTS,144,32,29,4,0.8554913294797688,1921763,7.34
PEMS-SF,LightTS,144,32,24,6,0.8497109826589595,1921565,7.34
PEMS-SF,LightTS,144,32,21,6,0.815028901734104,1921979,7.34
PEMS-SF,LightTS,144,32,18,8,0.861271676300578,1921533,7.34
PEMS-SF,LightTS,144,32,16,9,0.8323699421965318,1921539,7.34
PEMS-SF,LightTS,144,32,15,9,0.8728323699421965,1922429,7.34
PEMS-SF,LightTS,144,32,14,10,0.8497109826589595,1923035,7.35
PEMS-SF,LightTS,144,32,12,12,0.861271676300578,1921613,7.34
PEMS-SF,LightTS,144,32,11,13,0.815028901734104,1923149,7.35
PEMS-SF,LightTS,144,32,10,14,0.8208092485549133,1922619,7.34
PEMS-SF,LightTS,144,32,9,16,0.8670520231213873,1921805,7.34
PEMS-SF,LightTS,144,32,8,18,0.8439306358381503,1921933,7.34
PEMS-SF,LightTS,144,32,7,20,0.8497109826589595,1922595,7.34
