data_name,model,seq_len,d_model,chunk_size,chunk_num,acc,model_params,model_size (MB)
PenDigits,LightTS,8,512,4,2,0.9676958261863923,101010,0.4
PenDigits,LightTS,8,512,3,2,0.9639794168096055,100776,0.39
PenDigits,LightTS,8,512,2,4,0.9594053744997141,100530,0.39
PenDigits,LightTS,8,512,1,8,0.964551172098342,100386,0.39
PenDigits,LightTS,8,256,4,2,0.9639794168096055,26066,0.11
PenDigits,LightTS,8,256,3,2,0.9665523156089194,25960,0.11
PenDigits,LightTS,8,256,2,4,0.9682675814751286,25842,0.11
PenDigits,LightTS,8,256,1,8,0.9579759862778731,25826,0.11
PenDigits,LightTS,8,128,4,2,0.9694110920526015,7026,0.04
PenDigits,LightTS,8,128,3,2,0.9699828473413379,6984,0.04
PenDigits,LightTS,8,128,2,4,0.9654088050314465,6930,0.04
PenDigits,LightTS,8,128,1,8,0.9614065180102916,6978,0.04
PenDigits,LightTS,8,64,4,2,0.9539736992567182,2114,0.02
PenDigits,LightTS,8,64,3,2,0.9582618639222413,2104,0.02
PenDigits,LightTS,8,64,2,4,0.9682675814751286,2082,0.02
PenDigits,LightTS,8,64,1,8,0.9639794168096055,2162,0.02
PenDigits,LightTS,8,32,4,2,0.955117209834191,810,0.01
PenDigits,LightTS,8,32,3,2,0.9545454545454546,816,0.01
PenDigits,LightTS,8,32,2,4,0.940251572327044,810,0.01
PenDigits,LightTS,8,32,1,8,0.9399656946826758,906,0.01
