data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
Cricket,DLinear,1197,599,0.5004177109440268,0.8888888888888888,2954208,11.27
Cricket,DLinear,1197,539,0.4502923976608187,0.9027777777777778,2954208,11.27
Cricket,DLinear,1197,479,0.40016708437761067,0.9027777777777778,2954208,11.27
Cricket,DLinear,1197,419,0.35004177109440265,0.9027777777777778,2954208,11.27
Cricket,DLinear,1197,360,0.3007518796992481,0.9027777777777778,2954208,11.27
Cricket,DLinear,1197,300,0.2506265664160401,0.9027777777777778,2954208,11.27
Cricket,DLinear,1197,240,0.20050125313283207,0.9166666666666666,2954208,11.27
Cricket,DLinear,1197,180,0.15037593984962405,0.9166666666666666,2954208,11.27
Cricket,DLinear,1197,120,0.10025062656641603,0.9166666666666666,2954208,11.27
Cricket,DLinear,1197,60,0.05012531328320802,0.9166666666666666,2954208,11.27
Cricket,DLinear,1197,48,0.040100250626566414,0.9166666666666666,2954208,11.27
Cricket,DLinear,1197,36,0.03007518796992481,0.9166666666666666,2954208,11.27
Cricket,DLinear,1197,24,0.020050125313283207,0.9166666666666666,2954208,11.27
Cricket,DLinear,1197,12,0.010025062656641603,0.9166666666666666,2954208,11.27
Cricket,DLinear,1197,6,0.005012531328320802,0.9166666666666666,2954208,11.27
