data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
Heartbeat,DLinear,405,203,0.5012345679012346,0.7560975609756098,378272,1.45
Heartbeat,DLinear,405,183,0.45185185185185184,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,162,0.4,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,142,0.3506172839506173,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,122,0.3012345679012346,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,102,0.2518518518518518,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,81,0.2,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,61,0.1506172839506173,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,41,0.10123456790123457,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,21,0.05185185185185185,0.7560975609756098,378272,1.45
Heartbeat,DLinear,405,17,0.04197530864197531,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,13,0.03209876543209877,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,9,0.022222222222222223,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,5,0.012345679012345678,0.7609756097560976,378272,1.45
Heartbeat,DLinear,405,3,0.007407407407407408,0.7658536585365854,378272,1.45
