data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
ERing,DLinear,65,33,0.5076923076923077,0.9185185185185185,10146,0.04
ERing,DLinear,65,30,0.46153846153846156,0.9185185185185185,10146,0.04
ERing,DLinear,65,26,0.4,0.9074074074074074,10146,0.04
ERing,DLinear,65,23,0.35384615384615387,0.9,10146,0.04
ERing,DLinear,65,20,0.3076923076923077,0.8962962962962963,10146,0.04
ERing,DLinear,65,17,0.26153846153846155,0.8925925925925926,10146,0.04
ERing,DLinear,65,13,0.2,0.8888888888888888,10146,0.04
ERing,DLinear,65,10,0.15384615384615385,0.8888888888888888,10146,0.04
ERing,DLinear,65,7,0.1076923076923077,0.8888888888888888,10146,0.04
ERing,DLinear,65,4,0.06153846153846154,0.8888888888888888,10146,0.04
ERing,DLinear,65,3,0.046153846153846156,0.7777777777777778,10146,0.04
ERing,DLinear,65,2,0.03076923076923077,0.8925925925925926,10146,0.04
ERing,DLinear,65,1,0.015384615384615385,0.7814814814814814,10146,0.04
