data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
SelfRegulationSCP1,DLinear,896,448,0.5,0.9283276450511946,1618178,6.18
SelfRegulationSCP1,DLinear,896,404,0.45089285714285715,0.9249146757679181,1618178,6.18
SelfRegulationSCP1,DLinear,896,359,0.40066964285714285,0.9180887372013652,1618178,6.18
SelfRegulationSCP1,DLinear,896,314,0.35044642857142855,0.9215017064846417,1618178,6.18
SelfRegulationSCP1,DLinear,896,269,0.3002232142857143,0.9180887372013652,1618178,6.18
SelfRegulationSCP1,DLinear,896,224,0.25,0.9112627986348123,1618178,6.18
SelfRegulationSCP1,DLinear,896,180,0.20089285714285715,0.9146757679180887,1618178,6.18
SelfRegulationSCP1,DLinear,896,135,0.15066964285714285,0.9112627986348123,1618178,6.18
SelfRegulationSCP1,DLinear,896,90,0.10044642857142858,0.9010238907849829,1618178,6.18
SelfRegulationSCP1,DLinear,896,45,0.05022321428571429,0.9146757679180887,1618178,6.18
SelfRegulationSCP1,DLinear,896,36,0.04017857142857143,0.9146757679180887,1618178,6.18
SelfRegulationSCP1,DLinear,896,27,0.030133928571428572,0.9146757679180887,1618178,6.18
SelfRegulationSCP1,DLinear,896,18,0.020089285714285716,0.9112627986348123,1618178,6.18
SelfRegulationSCP1,DLinear,896,9,0.010044642857142858,0.9112627986348123,1618178,6.18
SelfRegulationSCP1,DLinear,896,5,0.005580357142857143,0.9112627986348123,1618178,6.18
