data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
UWaveGestureLibrary,DLinear,315,158,0.5015873015873016,0.825,206648,0.79
UWaveGestureLibrary,DLinear,315,142,0.4507936507936508,0.821875,206648,0.79
UWaveGestureLibrary,DLinear,315,126,0.4,0.821875,206648,0.79
UWaveGestureLibrary,DLinear,315,111,0.3523809523809524,0.821875,206648,0.79
UWaveGestureLibrary,DLinear,315,95,0.30158730158730157,0.828125,206648,0.79
UWaveGestureLibrary,DLinear,315,79,0.2507936507936508,0.825,206648,0.79
UWaveGestureLibrary,DLinear,315,63,0.2,0.825,206648,0.79
UWaveGestureLibrary,DLinear,315,48,0.1523809523809524,0.825,206648,0.79
UWaveGestureLibrary,DLinear,315,32,0.10158730158730159,0.821875,206648,0.79
UWaveGestureLibrary,DLinear,315,16,0.050793650793650794,0.821875,206648,0.79
UWaveGestureLibrary,DLinear,315,13,0.04126984126984127,0.825,206648,0.79
UWaveGestureLibrary,DLinear,315,10,0.031746031746031744,0.825,206648,0.79
UWaveGestureLibrary,DLinear,315,7,0.022222222222222223,0.825,206648,0.79
UWaveGestureLibrary,DLinear,315,4,0.012698412698412698,0.821875,206648,0.79
UWaveGestureLibrary,DLinear,315,2,0.006349206349206349,0.821875,206648,0.79
