data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
PEMS-SF,DLinear,144,72,0.5,0.8208092485549133,1012471,3.86
PEMS-SF,DLinear,144,65,0.4513888888888889,0.815028901734104,1012471,3.86
PEMS-SF,DLinear,144,58,0.4027777777777778,0.815028901734104,1012471,3.86
PEMS-SF,DLinear,144,51,0.3541666666666667,0.815028901734104,1012471,3.86
PEMS-SF,DLinear,144,44,0.3055555555555556,0.7976878612716763,1012471,3.86
PEMS-SF,DLinear,144,36,0.25,0.8092485549132948,1012471,3.86
PEMS-SF,DLinear,144,29,0.2013888888888889,0.815028901734104,1012471,3.86
PEMS-SF,DLinear,144,22,0.1527777777777778,0.815028901734104,1012471,3.86
PEMS-SF,DLinear,144,15,0.10416666666666667,0.7803468208092486,1012471,3.86
PEMS-SF,DLinear,144,8,0.05555555555555555,0.8265895953757225,1012471,3.86
PEMS-SF,DLinear,144,6,0.041666666666666664,0.7803468208092486,1012471,3.86
PEMS-SF,DLinear,144,5,0.034722222222222224,0.8092485549132948,1012471,3.86
PEMS-SF,DLinear,144,3,0.020833333333333332,0.8265895953757225,1012471,3.86
PEMS-SF,DLinear,144,2,0.013888888888888888,0.8092485549132948,1012471,3.86
PEMS-SF,DLinear,144,1,0.006944444444444444,0.7861271676300579,1012471,3.86
