data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
InsectWingbeat,DLinear,22,11,0.5,0.18912,45022,0.17
InsectWingbeat,DLinear,22,10,0.45454545454545453,0.18844,45022,0.17
InsectWingbeat,DLinear,22,9,0.4090909090909091,0.18756,45022,0.17
InsectWingbeat,DLinear,22,8,0.36363636363636365,0.1872,45022,0.17
InsectWingbeat,DLinear,22,7,0.3181818181818182,0.18996,45022,0.17
InsectWingbeat,DLinear,22,6,0.2727272727272727,0.18868,45022,0.17
InsectWingbeat,DLinear,22,5,0.22727272727272727,0.18684,45022,0.17
InsectWingbeat,DLinear,22,4,0.18181818181818182,0.18736,45022,0.17
InsectWingbeat,DLinear,22,3,0.13636363636363635,0.18876,45022,0.17
InsectWingbeat,DLinear,22,2,0.09090909090909091,0.1862,45022,0.17
InsectWingbeat,DLinear,22,1,0.045454545454545456,0.1876,45022,0.17
