data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
Handwriting,DLinear,152,76,0.5,0.22588235294117648,58394,0.23
Handwriting,DLinear,152,69,0.45394736842105265,0.23294117647058823,58394,0.23
Handwriting,DLinear,152,61,0.40131578947368424,0.22823529411764706,58394,0.23
Handwriting,DLinear,152,54,0.35526315789473684,0.23294117647058823,58394,0.23
Handwriting,DLinear,152,46,0.3026315789473684,0.22941176470588234,58394,0.23
Handwriting,DLinear,152,38,0.25,0.2376470588235294,58394,0.23
Handwriting,DLinear,152,31,0.20394736842105263,0.23176470588235293,58394,0.23
Handwriting,DLinear,152,23,0.1513157894736842,0.22588235294117648,58394,0.23
Handwriting,DLinear,152,16,0.10526315789473684,0.22470588235294117,58394,0.23
Handwriting,DLinear,152,8,0.05263157894736842,0.21411764705882352,58394,0.23
Handwriting,DLinear,152,7,0.046052631578947366,0.21529411764705883,58394,0.23
Handwriting,DLinear,152,5,0.03289473684210526,0.20823529411764705,58394,0.23
Handwriting,DLinear,152,4,0.02631578947368421,0.20941176470588235,58394,0.23
Handwriting,DLinear,152,2,0.013157894736842105,0.20823529411764705,58394,0.23
Handwriting,DLinear,152,1,0.006578947368421052,0.22,58394,0.23
