data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
StandWalkJump,DLinear,2500,1250,0.5,0.3333333333333333,12535003,47.82
StandWalkJump,DLinear,2500,1125,0.45,0.3333333333333333,12535003,47.82
StandWalkJump,DLinear,2500,1000,0.4,0.3333333333333333,12535003,47.82
StandWalkJump,DLinear,2500,875,0.35,0.3333333333333333,12535003,47.82
StandWalkJump,DLinear,2500,750,0.3,0.4666666666666667,12535003,47.82
StandWalkJump,DLinear,2500,625,0.25,0.4,12535003,47.82
StandWalkJump,DLinear,2500,500,0.2,0.4,12535003,47.82
StandWalkJump,DLinear,2500,375,0.15,0.3333333333333333,12535003,47.82
StandWalkJump,DLinear,2500,250,0.1,0.3333333333333333,12535003,47.82
StandWalkJump,DLinear,2500,125,0.05,0.4,12535003,47.82
StandWalkJump,DLinear,2500,100,0.04,0.4,12535003,47.82
StandWalkJump,DLinear,2500,75,0.03,0.4666666666666667,12535003,47.82
StandWalkJump,DLinear,2500,50,0.02,0.5333333333333333,12535003,47.82
StandWalkJump,DLinear,2500,25,0.01,0.4,12535003,47.82
StandWalkJump,DLinear,2500,13,0.0052,0.4,12535003,47.82
