data_name,model,seq_len,moving_average,moving_average_ratio,acc,model_params,model_size (MB)
EigenWorms,DLinear,17984,8992,0.5,0.3511450381679389,647424005,2469.73
EigenWorms,DLinear,17984,8093,0.4500111209964413,0.3511450381679389,647424005,2469.73
EigenWorms,DLinear,17984,7194,0.40002224199288255,0.35877862595419846,647424005,2469.73
EigenWorms,DLinear,17984,6295,0.35003336298932386,0.40458015267175573,647424005,2469.73
EigenWorms,DLinear,17984,5396,0.3000444839857651,0.3893129770992366,647424005,2469.73
EigenWorms,DLinear,17984,4496,0.25,0.37404580152671757,647424005,2469.73
EigenWorms,DLinear,17984,3597,0.20001112099644128,0.3893129770992366,647424005,2469.73
EigenWorms,DLinear,17984,2698,0.15002224199288255,0.3969465648854962,647424005,2469.73
EigenWorms,DLinear,17984,1799,0.10003336298932385,0.40458015267175573,647424005,2469.73
EigenWorms,DLinear,17984,900,0.05004448398576512,0.3969465648854962,647424005,2469.73
EigenWorms,DLinear,17984,720,0.0400355871886121,0.3893129770992366,647424005,2469.73
EigenWorms,DLinear,17984,540,0.030026690391459075,0.3893129770992366,647424005,2469.73
EigenWorms,DLinear,17984,360,0.02001779359430605,0.3816793893129771,647424005,2469.73
EigenWorms,DLinear,17984,180,0.010008896797153026,0.42748091603053434,647424005,2469.73
EigenWorms,DLinear,17984,90,0.005004448398576513,0.4122137404580153,647424005,2469.73
