data_name,model,seq_len,d_model,n_heads,e_layers,d_layers,d_ff,top_k,acc,model_params,model_size (MB)
Libras,ETSformer,45,512,8,2,2,2048,4,0.8833333333333333,5605951,31.17
Libras,ETSformer,45,512,8,2,2,2048,3,0.8777777777777778,5605951,31.17
Libras,ETSformer,45,512,8,2,2,2048,2,0.8833333333333333,5605951,31.17
Libras,ETSformer,45,512,8,2,2,2048,1,0.8722222222222222,5605951,31.17
Libras,ETSformer,45,512,8,2,2,1024,4,0.8722222222222222,3508799,23.17
Libras,ETSformer,45,512,8,2,2,1024,3,0.8611111111111112,3508799,23.17
Libras,ETSformer,45,512,8,2,2,1024,2,0.8722222222222222,3508799,23.17
Libras,ETSformer,45,512,8,2,2,1024,1,0.8777777777777778,3508799,23.17
Libras,ETSformer,45,512,8,2,2,512,4,0.8666666666666667,2460223,19.17
Libras,ETSformer,45,512,8,2,2,512,3,0.8722222222222222,2460223,19.17
Libras,ETSformer,45,512,8,2,2,512,2,0.8722222222222222,2460223,19.17
Libras,ETSformer,45,512,8,2,2,512,1,0.8833333333333333,2460223,19.17
Libras,ETSformer,45,512,8,2,2,256,4,0.8777777777777778,1935935,17.17
Libras,ETSformer,45,512,8,2,2,256,3,0.8722222222222222,1935935,17.17
Libras,ETSformer,45,512,8,2,2,256,2,0.8777777777777778,1935935,17.17
Libras,ETSformer,45,512,8,2,2,256,1,0.8833333333333333,1935935,17.17
Libras,ETSformer,45,512,8,2,2,128,4,0.8666666666666667,1673791,16.17
Libras,ETSformer,45,512,8,2,2,128,3,0.8666666666666667,1673791,16.17
Libras,ETSformer,45,512,8,2,2,128,2,0.8611111111111112,1673791,16.17
Libras,ETSformer,45,512,8,2,2,128,1,0.8777777777777778,1673791,16.17
Libras,ETSformer,45,512,8,2,2,64,4,0.8666666666666667,1542719,15.67
Libras,ETSformer,45,512,8,2,2,64,3,0.8666666666666667,1542719,15.67
Libras,ETSformer,45,512,8,2,2,64,2,0.8666666666666667,1542719,15.67
Libras,ETSformer,45,512,8,2,2,64,1,0.8833333333333333,1542719,15.67
Libras,ETSformer,45,256,8,2,2,2048,4,0.8666666666666667,2540863,14.59
Libras,ETSformer,45,256,8,2,2,2048,3,0.8666666666666667,2540863,14.59
Libras,ETSformer,45,256,8,2,2,2048,2,0.8777777777777778,2540863,14.59
Libras,ETSformer,45,256,8,2,2,2048,1,0.8666666666666667,2540863,14.59
Libras,ETSformer,45,256,8,2,2,1024,4,0.8611111111111112,1492287,10.59
Libras,ETSformer,45,256,8,2,2,1024,3,0.8666666666666667,1492287,10.59
Libras,ETSformer,45,256,8,2,2,1024,2,0.8666666666666667,1492287,10.59
Libras,ETSformer,45,256,8,2,2,1024,1,0.8722222222222222,1492287,10.59
Libras,ETSformer,45,256,8,2,2,512,4,0.8666666666666667,967999,8.59
Libras,ETSformer,45,256,8,2,2,512,3,0.8611111111111112,967999,8.59
Libras,ETSformer,45,256,8,2,2,512,2,0.8666666666666667,967999,8.59
Libras,ETSformer,45,256,8,2,2,512,1,0.8666666666666667,967999,8.59
Libras,ETSformer,45,256,8,2,2,256,4,0.8611111111111112,705855,7.59
Libras,ETSformer,45,256,8,2,2,256,3,0.8555555555555555,705855,7.59
Libras,ETSformer,45,256,8,2,2,256,2,0.8666666666666667,705855,7.59
Libras,ETSformer,45,256,8,2,2,256,1,0.8833333333333333,705855,7.59
Libras,ETSformer,45,256,8,2,2,128,4,0.8722222222222222,574783,7.09
Libras,ETSformer,45,256,8,2,2,128,3,0.8611111111111112,574783,7.09
Libras,ETSformer,45,256,8,2,2,128,2,0.8777777777777778,574783,7.09
Libras,ETSformer,45,256,8,2,2,128,1,0.8833333333333333,574783,7.09
Libras,ETSformer,45,256,8,2,2,64,4,0.8666666666666667,509247,6.84
Libras,ETSformer,45,256,8,2,2,64,3,0.8611111111111112,509247,6.84
Libras,ETSformer,45,256,8,2,2,64,2,0.8666666666666667,509247,6.84
Libras,ETSformer,45,256,8,2,2,64,1,0.8722222222222222,509247,6.84
Libras,ETSformer,45,128,8,2,2,2048,4,0.8777777777777778,1204927,7.06
Libras,ETSformer,45,128,8,2,2,2048,3,0.8777777777777778,1204927,7.06
Libras,ETSformer,45,128,8,2,2,2048,2,0.8888888888888888,1204927,7.06
Libras,ETSformer,45,128,8,2,2,2048,1,0.8666666666666667,1204927,7.06
