data_name,model,seq_len,d_model,n_layers,large_kernel_size,small_kernel_size,ffn_ratio,patch_size,patch_stride,acc,model_params,model_size (MB)
BasicMotions,ModernTCN,100,128,3,13,5,4,3,2,0.975,1201156,4.64
BasicMotions,ModernTCN,100,128,3,13,5,4,5,3,0.975,1188932,4.59
BasicMotions,ModernTCN,100,128,3,13,5,4,8,4,0.95,1182884,4.57
BasicMotions,ModernTCN,100,128,3,13,5,4,10,5,0.925,1176804,4.55
BasicMotions,ModernTCN,100,128,3,13,5,4,15,8,0.975,1170820,4.53
BasicMotions,ModernTCN,100,128,3,13,5,4,20,10,0.9,1170980,4.53
BasicMotions,ModernTCN,100,128,3,13,5,4,25,13,0.775,1168068,4.51
BasicMotions,ModernTCN,100,128,3,9,5,4,3,2,0.975,1195780,4.62
BasicMotions,ModernTCN,100,128,3,9,5,4,5,3,0.975,1183556,4.57
BasicMotions,ModernTCN,100,128,3,9,5,4,8,4,0.95,1177508,4.55
BasicMotions,ModernTCN,100,128,3,9,5,4,10,5,0.975,1171428,4.53
BasicMotions,ModernTCN,100,128,3,9,5,4,15,8,0.925,1165444,4.5
BasicMotions,ModernTCN,100,128,3,9,5,4,20,10,0.9,1165604,4.51
BasicMotions,ModernTCN,100,128,3,9,5,4,25,13,0.95,1162692,4.49
BasicMotions,ModernTCN,100,256,2,13,5,4,3,2,0.975,4337668,16.61
BasicMotions,ModernTCN,100,256,2,13,5,4,5,3,0.975,4288772,16.42
BasicMotions,ModernTCN,100,256,2,13,5,4,8,4,0.975,4264580,16.33
BasicMotions,ModernTCN,100,256,2,13,5,4,10,5,0.975,4246404,16.26
BasicMotions,ModernTCN,100,256,2,13,5,4,15,8,0.975,4222468,16.17
BasicMotions,ModernTCN,100,256,2,13,5,4,20,10,0.925,4216964,16.15
BasicMotions,ModernTCN,100,256,2,13,5,4,25,13,0.95,4211460,16.13
BasicMotions,ModernTCN,100,128,2,13,5,4,3,2,0.95,1169412,4.51
BasicMotions,ModernTCN,100,128,2,13,5,4,5,3,0.975,1144964,4.41
BasicMotions,ModernTCN,100,128,2,13,5,4,8,4,0.975,1132868,4.37
BasicMotions,ModernTCN,100,128,2,13,5,4,10,5,0.95,1123780,4.33
BasicMotions,ModernTCN,100,128,2,13,5,4,15,8,0.975,1111812,4.29
BasicMotions,ModernTCN,100,128,2,13,5,4,20,10,0.975,1109060,4.28
BasicMotions,ModernTCN,100,128,2,13,5,4,25,13,0.925,1106308,4.26
BasicMotions,ModernTCN,100,64,2,13,5,4,3,2,0.975,334852,1.31
BasicMotions,ModernTCN,100,64,2,13,5,4,5,3,0.975,322628,1.27
BasicMotions,ModernTCN,100,64,2,13,5,4,8,4,0.975,316580,1.24
BasicMotions,ModernTCN,100,64,2,13,5,4,10,5,0.975,312036,1.22
BasicMotions,ModernTCN,100,64,2,13,5,4,15,8,0.975,306052,1.2
BasicMotions,ModernTCN,100,64,2,13,5,4,20,10,0.975,304676,1.2
BasicMotions,ModernTCN,100,64,2,13,5,4,25,13,0.975,303300,1.19
BasicMotions,ModernTCN,100,256,2,9,5,4,3,2,0.975,4328452,16.58
BasicMotions,ModernTCN,100,256,2,9,5,4,5,3,0.975,4279556,16.39
BasicMotions,ModernTCN,100,256,2,9,5,4,8,4,0.975,4255364,16.3
BasicMotions,ModernTCN,100,256,2,9,5,4,10,5,0.975,4237188,16.23
BasicMotions,ModernTCN,100,256,2,9,5,4,15,8,0.95,4213252,16.14
BasicMotions,ModernTCN,100,256,2,9,5,4,20,10,0.975,4207748,16.12
BasicMotions,ModernTCN,100,256,2,9,5,4,25,13,0.975,4202244,16.09
BasicMotions,ModernTCN,100,128,2,9,5,4,3,2,0.95,1164804,4.49
BasicMotions,ModernTCN,100,128,2,9,5,4,5,3,0.975,1140356,4.39
BasicMotions,ModernTCN,100,128,2,9,5,4,8,4,0.975,1128260,4.35
BasicMotions,ModernTCN,100,128,2,9,5,4,10,5,0.975,1119172,4.31
BasicMotions,ModernTCN,100,128,2,9,5,4,15,8,0.975,1107204,4.27
BasicMotions,ModernTCN,100,128,2,9,5,4,20,10,0.95,1104452,4.26
BasicMotions,ModernTCN,100,128,2,9,5,4,25,13,0.975,1101700,4.25
BasicMotions,ModernTCN,100,64,2,9,5,4,3,2,0.95,332548,1.3
BasicMotions,ModernTCN,100,64,2,9,5,4,5,3,0.975,320324,1.26
BasicMotions,ModernTCN,100,64,2,9,5,4,8,4,0.975,314276,1.23
BasicMotions,ModernTCN,100,64,2,9,5,4,10,5,0.975,309732,1.22
BasicMotions,ModernTCN,100,64,2,9,5,4,15,8,0.975,303748,1.19
BasicMotions,ModernTCN,100,64,2,9,5,4,20,10,0.95,302372,1.19
