data_name,model,seq_len,d_model,n_layers,large_kernel_size,small_kernel_size,ffn_ratio,patch_size,patch_stride,acc,model_params,model_size (MB)
StandWalkJump,ModernTCN,2500,128,3,13,5,4,63,32,0.5333333333333333,799619,3.1
StandWalkJump,ModernTCN,2500,128,3,13,5,4,125,63,0.5333333333333333,786243,3.05
StandWalkJump,ModernTCN,2500,128,3,13,5,4,188,94,0.4,783651,3.04
StandWalkJump,ModernTCN,2500,128,3,13,5,4,250,125,0.6,782563,3.04
StandWalkJump,ModernTCN,2500,128,3,13,5,4,375,188,0.4666666666666667,785027,3.05
StandWalkJump,ModernTCN,2500,128,3,13,5,4,500,250,0.4666666666666667,787491,3.06
StandWalkJump,ModernTCN,2500,128,3,13,5,4,625,313,0.4666666666666667,789955,3.07
StandWalkJump,ModernTCN,2500,128,3,9,5,4,63,32,0.5333333333333333,796035,3.09
StandWalkJump,ModernTCN,2500,128,3,9,5,4,125,63,0.13333333333333333,782659,3.04
StandWalkJump,ModernTCN,2500,128,3,9,5,4,188,94,0.6,780067,3.03
StandWalkJump,ModernTCN,2500,128,3,9,5,4,250,125,0.5333333333333333,778979,3.02
StandWalkJump,ModernTCN,2500,128,3,9,5,4,375,188,0.26666666666666666,781443,3.03
StandWalkJump,ModernTCN,2500,128,3,9,5,4,500,250,0.6,783907,3.04
StandWalkJump,ModernTCN,2500,128,3,9,5,4,625,313,0.26666666666666666,786371,3.05
StandWalkJump,ModernTCN,2500,256,2,13,5,4,63,32,0.5333333333333333,2914819,11.17
StandWalkJump,ModernTCN,2500,256,2,13,5,4,125,63,0.5333333333333333,2864387,10.98
StandWalkJump,ModernTCN,2500,256,2,13,5,4,188,94,0.3333333333333333,2850947,10.93
StandWalkJump,ModernTCN,2500,256,2,13,5,4,250,125,0.6,2849667,10.92
StandWalkJump,ModernTCN,2500,256,2,13,5,4,375,188,0.3333333333333333,2856451,10.95
StandWalkJump,ModernTCN,2500,256,2,13,5,4,500,250,0.4,2866307,10.99
StandWalkJump,ModernTCN,2500,256,2,13,5,4,625,313,0.4666666666666667,2879235,11.04
StandWalkJump,ModernTCN,2500,128,2,13,5,4,63,32,0.8,785667,3.04
StandWalkJump,ModernTCN,2500,128,2,13,5,4,125,63,0.6666666666666666,760451,2.94
